4384 - Weinreich, Stefan
5250 - Weise, Dale
4385 - Weiß, Alexander
2360 - Weiß, Daniel
1034 - Weiss, Stephen
1281 - Welch, Noah
420 - Wellar, Patrick
1774 - Weller, Craig
6104 - Weller, Justin
2112 - Weller, Shawn
5711 - Wellinger, Thomas
7191 - Wellman, Casey
6160 - Wells, Charles
6730 - Wellwood, Eric
1035 - Wellwood, Kyle
1524 - Welser, Daniel
9561 - Welsh, Jeremy
5549 - Welti, Marc
9041 - Welychka, Brett
2523 - Werner, Stephen
9210 - Werthner, Owen
5188 - Wesslau, Gustaf
9187 - West, Grant
6587 - West, Joey
1037 - Westcott, Duvie
2191 - Westgarth, Kevin
552 - Westin, Jens
7391 - Westin, John
5230 - Weston, Ryan
1038 - Westrum, Erik
5490 - Wetzel, Philipp
6733 - Whaley, Michael
4432 - Wheeler, Blake
8961 - Whistle, Jackson
1039 - White, Colin
1282 - White, Ian
5356 - White, Ryan
8880 - White, Torrin
5426 - Whitecotton, Dustin
1042 - Whitfield, Trent
5307 - Whitmore, Derek
8367 - Whitney, Brandon
9251 - Whitney, Joe
1043 - Whitney, Ray
1140 - Whitney, Ryan
8512 - Wichert, Christian
5562 - Wichser, Adrian
5554 - Wick, Roman
9568 - Wickenheiser, Hayley
1142 - Wideman, Dennis
4395 - Widing, Daniel
8390 - Wiercioch, Patrick
5712 - Wieser, Dino
5713 - Wieser, Marc
7784 - Wigle, Joel
4396 - Wiikman, Miika
6229 - Wilgosh, Mason
2478 - Wilhelm, Stephan
9188 - Will, Roman
8952 - Williams, Brian
9004 - Williams, Devin
6055 - Williams, Eric
1045 - Williams, Jason
1283 - Williams, Jeremy
1046 - Williams, Justin
9348 - Williamsson, Jesper
5822 - Willick, Dylan
1048 - Willsie, Brian
5198 - Wilson, Ben
1822 - Wilson, Clay
409 - Wilson, Colin
6559 - Wilson, Garrett
8994 - Wilson, Keegan
1901 - Wilson, Kelsey
5655 - Wilson, Klarc
1879 - Wilson, Kyle
5318 - Wilson, Ryan
7823 - Wilson, Tom
1161 - Winchester, Brad
2660 - Winchester, Jesse
6338 - Wind, Cameron
7704 - Windsor, Clint
7506 - Wingels, Tommy
4400 - Winkler, Benjamin
1834 - Winnik, Daniel
5799 - Winquist, Josh
7614 - Winther, Mike
4401 - Wirtanen, Petteri
6584 - Wise, Jamie
1051 - Wiseman, Chad
5289 - Wishart, Ty
1284 - Wisniewski, James
8903 - Witala, Chase
4402 - Wohowski, Zbigniew
7244 - Wolf, David
2430 - Wolf, Michael
1105 - Wolski, Wojtek
8396 - Wong, Brandon
9005 - Wood, Travis
6792 - Woodworth, Stephen
2378 - Wörle, Tobias
6455 - Worrad, Jake
6030 - Wotherspoon, Tyler
1106 - Woywitka, Jeff
1122 - Wozniewski, Andy
8468 - Wrenn, William
390 - Wright, James
2342 - Wrigley, David
5678 - Wruck, Dylan
7232 - Wurm, Armin
5357 - Wyman, J.T.
8735 - Wyss, Silvan
7596 - Wyton, Jordan
5957 - Yadlowski, Brennan
8862 - Yakubowski, Jaimen
7836 - Yakupov, Nail
1315 - Yandle, Keith
1059 - Yashin, Alexei
6048 - Yaworski, Tyler
9548 - Yeo, Dylan
1063 - Yip, Brandon
6342 - Yogan, Andrew
1062 - Yonkman, Nolan
8789 - York, Allen
1064 - York, Mike
4418 - Yoshida, Mitsuharu
9295 - Youds, Ben
1415 - Young, Bryan
7826 - Young, Dalton
6741 - Young, Harry
7759 - Young, Jesse
6241 - Yuen, Zachary
8979 - Yuill, Alex
2917 - Zabka, Boris
4586 - Zaborsky, Tomas
7936 - Zafiris, Alex
1995 - Zagrapan, Marek
8769 - Zajac, Darcy
8923 - Zajac, Nick
1312 - Zajac, Travis
8685 - Zalcik, Lukas
8316 - Zalesak, Miroslav
5350 - Zalewski, Steve
9533 - Zámorský, Petr
4423 - Zancanella, Ruggero
6549 - Zanetti, Marc-Anthony
1285 - Zanon, Greg
458 - Zatkoff, Jeff
4628 - Zatovic, Martin
4601 - Zavorka, Tomas
1069 - Zednik, Richard
1410 - Zeiler, John
1611 - Zepp, Rob
8559 - Zerressen, Pascal
1070 - Zetterberg, Henrik
7539 - Zgraggen, Jesse
8985 - Zharkov, Daniil
5162 - Zharkov, Vladimir
1072 - Zherdev, Nikolay
2916 - Zib, Lukas
8488 - Zibanejad, Mika
1074 - Zidlicky, Marek
5903 - Ziegler, Thomas
4427 - Ziffzer, Youri
804 - Zigerli, Manuel
1075 - Zigomanis, Mike
4428 - Zikov, Sergia
8919 - Zimbaluk, Nathan
2184 - Zimmerman, Sean
8943 - Zinkan, Bobby
8320 - Zizka, Tomas
8304 - Zlobin, Anton
2821 - Zohorna, Tomas
8765 - Zolnierczyk, Harrison
8736 - Zubler, Patrick
11554 - Zubov, Ilya
1080 - Zubrus, Dainius
5196 - Zuccarello, Mats
4619 - Zucker, David
9563 - Zucker, Jason
5670 - Zurkirchen, Sandro
6566 - Zweep, Daniel
1081 - Zyuzin, Andrei
