3000 - Aab, Vitalij
3834 - Menard, Robin
3836 - Menegatti, Paolino
4599 - Mensator, Lukáš
5531 - Mercier, Jonathon
1055 - Mercier, Justin
6536 - Merrett, Andrew
2728 - Mertl, Tomáš
6230 - Messier, Jordan
6240 - Mestery, Eric
1096 - Meszaros, Andrej
6935 - Metcalfe, Spencer
3838 - Methot, Francois
1413 - Methot, Marc
3839 - Metropolit, Glen
4544 - Metsola, Juha
6608 - Meurs, Garrett
616 - Meyer, Freddy
5491 - Meyer, Serge
1994 - Meyer, Stefan
913 - Meyers, Josh
7175 - MicFlikier, Jacob
618 - Michalek, Milan
619 - Michalek, Zbynek
3841 - Michalski, Krzysztof
4645 - Micka, Tomáš
1619 - Mielonen, Juho
620 - Miettinen, Antti
1667 - Miettinen, Camilo
3843 - Miettinen, Tommi 
6556 - Mignardi, Bobby
2212 - Mihalik, Vladimir
2708 - Míka, Petr
4941 - Mikeska, Mikhail
2231 - Mikkelson, Brendan
3844 - Mikkola, Ilkka
2733 - Mikulík, Milan
4531 - Mikus, Juraj
670 - Mikus, Juraj
7324 - Miller, Adam
6873 - Miller, Ben
1819 - Miller, Drew
10941 - Miller, Gerard
6189 - Miller, Kenton
623 - Miller, Ryan
5141 - Miller, Ryley
723 - Miller, Tim
624 - Milley, Norm
4465 - Mills, Bradley
2453 - Milo, Dusan
7348 - Milotinsky, Michal
1411 - Milroy, Duncan
6849 - Milse, Mathieu
6759 - Milson, Bryce
6781 - Mimar, Marc-Olivier
1887 - Minard, Chris
8325 - Mink, Graham
5812 - Minville, Gabe
2527 - Mirasty, Jon
3850 - Mironenko, Sergei
3851 - Mischenko, Paul
1006 - Miskovic, Zach
6602 - Missiaen, Jason
2421 - Mitchell, Adam
4532 - Mitchell, Dale
6108 - Mitchell, Garrett
1843 - Mitchell, John
10948 - Mitchell, Torrey
627 - Mitchell, Willie
6372 - Mitchell, Zack
4517 - Mitera, Mark
3853 - Miura, Yuji
628 - Modano, Mike
629 - Modin, Fredrik
630 - Modry, Jaroslav
3854 - Moe, Kristian
631 - Moen, Travis
6492 - Moes, Josh
5767 - Moggi, Claudio
5768 - Moggi, Sandro
2861 - Mojžíš, Pavel
2748 - Mokrejš, Petr
2049 - Mole, Michael
3857 - Molin, Ove
1497 - Molinder, Andreas
5884 - Molle, Ryan
4450 - Moller, Oscar
6375 - Molotilov, Evgeny
3859 - Molsher, Steve
3860 - Mondt, Nikolaus
5586 - Monnet, Thibaut
633 - Montador, Steve
5875 - Montgomery, Brock
5265 - Montgomery, Kevin
1764 - Montoya, Al
6389 - Moon, Nathan
6320 - Moore, Craig
634 - Moore, Dominic
1771 - Moore, Greg
6427 - Moore, John
6747 - Moore, Jordan
5348 - Moore, Mike
3864 - Moosbacher, Edmund
1409 - Moran, Brad
2914 - Moravec, Jiri
6679 - Morbeck, Trevor
3866 - Morczinietz, Andreas
638 - Moreau, Ethan
8192 - Morgan, Gavin
640 - Morgan, Jason
7071 - Morin, Christian
6097 - Morin, Cullen
7268 - Morin, Jean-Philippe
6420 - Morin, Jeremy
6917 - Morin, Pierre-Olivier
479 - Morin, Travis
3869 - Morita, Sakuji
1976 - Mormina, Joey
7122 - Morneau, Samuel
772 - Moro, Alessio
3870 - Moroza, Victor
8193 - Morozov, Aleksey
642 - Morris, Derek
10967 - Morris, Mike
6153 - Morrison, Adam
643 - Morrison, Brendan
5368 - Morrison, Jordan
1498 - Morrison, Justin
1206 - Morrison, Michael
6433 - Morrison, Mike
644 - Morrisonn, Shaone
645 - Morrow, Brenden
6029 - Morrow, Joe
6193 - Mort, Tanner
6403 - Mort, Tyler
7137 - Morton-Boutin, Shawn
5759 - Moser, Christian
6223 - Moser, Nils
5897 - Moser, Ryon
5769 - Moser, Simon
6977 - Mosher, Evan
7271 - Mosienko, Tyler
1371 - Moss, David
2528 - Motherwell, Brett
1458 - Motin, Johan
8195 - Mottau, Mike
846 - Mottet, Killian
648 - Motzko, Joe
1977 - Moulson, Matt
649 - Mowers, Mark
2709 - Mrázek, František
6554 - Mrazek, Petr
2732 - Mucha, Ján
5839 - Mucha, Kurtis
4609 - Mudroch, Petr
5622 - Mueller, Chris
2095 - Mueller, Peter
2358 - Mueller, Richard
1700 - Muhonen, Tuomas
6112 - Mulder, Kyle
677 - Mullen, Patrick
2440 - Müller, Marcel
3872 - Müller, Moritz
5579 - Müller, Pascal
5561 - Müller, Yves
7224 - Mulock, T.J.
2361 - Mulock, Tyson
2065 - Munce, Ryan
8197 - Munro, Adam
1986 - Munroe, Scott
3874 - Murata, Ken
653 - Murley, Matt
5692 - Murovic, Mirko
6629 - Murovich, Tyler
1845 - Murphy, Colin
3875 - Murphy, Cory
8198 - Murphy, Curtis
2331 - Murphy, Mark
944 - Murphy, Mike
6742 - Murphy, Patrick
1888 - Murphy, Ryan
6429 - Murphy, Ryan
2002 - Murray, Andrew
10981 - Murray, Brady
4462 - Murray, Chris
1148 - Murray, Douglas
655 - Murray, Garth
7052 - Murray, Hugo
8199 - Murray, Marty
5815 - Murray, Ryan
5240 - Mursak, Jan
6262 - Musil, David
3878 - Musselwhite, Wayne
6174 - Muth, Tanner
6691 - Muzzin, Jacob
366 - Myers, Tyler
5473 - Myllykoski, Joni
3881 - Myllyniemi, Jere
4547 - Myttynen, Matias
4589 - Nabb, Kim
661 - Nabokov, Evgeni
6745 - Nadeau, Guillaume
1066 - Nagy, Kory
3884 - Nakamura, Akira
2803 - Nakládal, Jakub
1617 - Näppilä, Jarkko
6966 - Narbonne, Jonathan
5725 - Näser, Andy
663 - Nash, Rick
665 - Naslund, Markus
666 - Nasreddine, Alain
2057 - Nastiuk, Kevin
4540 - Nättinen, Joonas
5680 - Naumenko, Nicholas
1597 - Naurov, Alexander
3885 - Nawrocki, Tomasz
2168 - Neal, James
4526 - Neal, Michael
8204 - Nedorost, Vaclav
671 - Nedved, Petr
3887 - Neff, Claudio
914 - Negrin, John
5466 - Neigum, Shayne
672 - Neil, Chris
4471 - Neilson, Eric
5311 - Nelson, Levi
4603 - Nemec, Ondrej
6729 - Nemisz, Greg
5944 - Neruda, Stanislav
2520 - Nesbitt, Derek
6535 - Nesbitt, Thomas
7146 - Nestrasil, Andrej
2977 - NETÍK, Tomáš
6659 - Neuber, Kyle
5500 - Neuenschwander, Caryl
5619 - Neuvirth, Michal
1377 - Newbury, Kris
5510 - Ngoy, Michael
5792 - Nichol, Drew
673 - Nichol, Scott
6138 - Nicholls, Josh
2606 - Nickerson, Matt
674 - Nickulas, Eric
5218 - Nie, Ryan
675 - Niedermayer, Rob
6019 - Niederreiter, Nino
3889 - Nielsen, Frans
3890 - Nielsen, Klaus
3891 - Nielsen, Lars
6163 - Nielsen, Lindsay
7349 - Niemelä, Mikko
1719 - Niemi, Antti
3892 - Niemi, Antti-Jussi
6150 - Niemi, Jyri
3893 - Niemi, Mika
2573 - Nieminen, Jani
3895 - Nieminen, Niko
5616 - Nightingale, Jared
6542 - Nigro, Anthony
3896 - Nihlstorp, Cristopher
3899 - Niinimäki, Jesse
681 - Niittymaki, Antero
5384 - Nikiforov, Vladimir
3900 - Nikkilä, Tommi
2804 - Nikolov, Angel
2117 - Nikulin, Alexander
3901 - Nilsson, Anders
1125 - Nilsson, Robert
3904 - Niskala, Janne
2083 - Niskanen, Matt
5726 - Nodari, Matteo
5378 - Nodl, Andreas
7264 - Noebels, Marcel
6880 - Noel, Alex
6607 - Noesen, Stefan
1097 - Nokelainen, Petteri
1978 - Nolan, Doug
6684 - Nolan, Jordan
684 - Nolan, Owen
3908 - Nolander, Peter
3909 - Nomura, Masashi
3911 - Nordgren, Niklas
1725 - Nordlund, Markus
1983 - Nordqvist, Jonas
7403 - Nordström, Joakim
2160 - Noreau, Maxim
6772 - Noreau, Samuel
7370 - Norman, John
3917 - Norrena, Fredrik
2741 - Nosek, David
5912 - Nouza, Tomas
4635 - Novák, Jan
2963 - NOVOTNÝ, Filip
6212 - Novotny, Stepan
2344 - Nowak, Marco
3919 - Nowosad, Thomas
6083 - Nugent-Hopkins, Ryan
1294 - Nummelin, Petteri
5773 - Nunn, Garry
3920 - Nurmi, Teemu
5494 - Nüssli, Thomas
1378 - Nycholat, Lawrence
7331 - Nyholm, Robert
5328 - Nyren, Giffen
1254 - Nystrom, Eric
1078 - Oberg, Evan
3926 - Obergauer, Georg
7225 - Oblinger, Alexander
1255 - O'Brien, Doug
971 - O'Brien, Jim
3927 - O'Brien, Mike
1307 - O'Brien, Shane
1960 - O'Byrne, Ryan
7066 - O'Connor, Gabriel
6643 - O'Connor, Ryan
7209 - O'Connor, Sean
6407 - Odam, Cameron
6710 - O'Dell, Eric
6366 - O'Donnell, Conor
694 - O'Donnell, Sean
3929 - Oduya, Johnny
6695 - O'Hagan, Bryce
695 - Ohlund, Mattias
3930 - Öhman, Stefan
7261 - Ohmann, Marcel
2566 - Ohtamaa, Atte
5964 - Okal, Zdenek
2494 - Okposo, Kyle
3937 - Okunev, Oleg
4552 - Ölander, Jere
1481 - Olausson, Niklas
1095 - Olesz, Rostislav
6983 - Oligny, Jimmy
6850 - Oligny, Jonathan
2332 - Olimb, Mathis
5228 - Olson, Benn
7404 - Olsson, Filip
6785 - Olsson, Simon
1967 - Olvecky, Peter
5427 - Olver, Dan
3942 - Ölvestad, Jimmie
2275 - O'Marra, Ryan
2759 - Ondrácek, Jirí
2814 - Ondrej, Zdenek
1183 - Ondrus, Ben
2474 - Ondruschka, Florian
6330 - O'Neil, Alex
11039 - O'Neill, Wes
5191 - Önerud, Simon
2379 - Oppenheimer, thomas
5668 - Oppliger, Patrick
6657 - O'Quinn, Ben
1895 - O'Reilly, Cal
376 - O'Reilly, Ryan
7248 - Orendorz, Dieter
2529 - Oreskovic, Phil
2174 - Oreskovich, Victor
6119 - Orfino, Craig
7184 - Orpik, Andrew
700 - Orpik, Brooks
701 - Orr, Colton
6912 - Orrpars, Oskar
6068 - Orser, Taylor
3944 - Orsoni, Luciano
4577 - Ortio, Joni
703 - Ortmeyer, Jed
2621 - Osala, Oskar
704 - Osgood, Chris
4444 - Oshie, T.J.
5958 - Oslanski, Landon
7063 - Ostapchuk, Sergey
7405 - Österberg, Mikael
3946 - Osterloh, Sebastian
7302 - Ostrizek, David
2366 - Ostwald, Elia
1310 - O'Sullivan, Patrick
705 - Ott, Steve
3948 - Ottosson, Kristofer
7387 - Ottosson, Markus
7383 - Ottosson, Sebastian
6875 - Ouellet, Christian
1147 - Ouellet, Michel
7097 - Ouellet, Olivier
7043 - Ouellet, Pierre-Alexandre
6967 - Ouellet, Xavier
1868 - Oulahen, Ryan
2793 - Ovcacík, Ctirad
1083 - Ovechkin, Alexander
6931 - Owen, Shane
2146 - Owens, Jordan
2374 - Ower, Thomas
6246 - Owsley, Drew
74 - Owuya, Mark
1758 - Oystrick, Nathan
138 - Pääjärvi-Svensson, Magnus
3950 - Paakkolanvaara, Tommi
2925 - Pabiška, Lukáš
6516 - Pachis, Daniel
5355 - Pacioretty, Max
5866 - Pacovsky, Dominik
1830 - Paddock, Cam
6510 - Padulo, John
1256 - Paetsch, Nathan
6867 - Pageau, Jean-Gabriel
708 - Pahlsson, Samuel
4443 - Paiement, Jonathan
1159 - Paille, Daniel
2130 - Painchaud, Chad
3953 - Pakaslahti, Petri
6844 - Palat, Ondrej
1804 - Palin, Brett
5405 - Palmer, Steve
1067 - Palmieri, Nick
7362 - Palmroth, Markus
4580 - Palonen, Niko
4722 - Palushaj, Aaron
3957 - Palyga, Michael
710 - Pandolfo, Jay
6309 - Panik, Richard
8212 - Papineau, Justin
7014 - Paquette, Danick
5988 - Paradis, Jesse
7108 - Paradis, Philippe
5597 - Parati, Patrick
7077 - Pard, Nicholas
1805 - Pardy, Adam
5241 - Pare, Francis
2028 - Parent, Ryan
1407 - Parenteau, Pierre-Alexandre
1881 - Parise, Jordan
1098 - Parise, Zach
6783 - Parisien, Jonathan
713 - Park, Richard
6044 - Parker, Jonathan
6799 - Parker, Nick
3960 - Parker, Nigel
6109 - Parker, Tyler
6970 - Parkes, Trevor
6293 - Parks, Mavric
6478 - Parlett, Blake
715 - Parrish, Mark
1118 - Parros, George
2194 - Parse, Scott
3961 - Pärssinen, Timo
7289 - Paryzek, Martin
6649 - Pasquale, Edward
6743 - Passingham, Troy
2899 - Patera, Pavel
5727 - Paterlini, Thierry
3963 - Pateschko, Günter
6352 - Paton, Matthew
2048 - Patrick, Curtiss
6142 - Patterson, Gaelan
2005 - Patzold, Dimitri
4478 - Paukovich, Geoff
6798 - Paul, Kalin
5882 - Paulsen, Luke
3966 - Paulsson, Marcus
2059 - Pavelec, Ondrej
1353 - Pavelski, Joe
3968 - Pavlikovsky, Richard
6278 - Pawlaczyk, Dean
719 - Payer, Serge
6303 - Payerl, Adam
6837 - Payette, Sébastien
3969 - Peacock, Shane
5871 - Pearce, Elgin
654 - Pearce, Jordan
4616 - Pech, Lukáš
6245 - Pechurskiy, Alexander
2522 - Peckham, Theo
6203 - Peddle, Jordan
3970 - Pedersen, Hans
3971 - Pedersen, Niels
3973 - Pederson, Denis
3974 - Pedretti, Abdon
4564 - Pekkala, Tomi
2249 - Pelech, Matt
6992 - Pelletier, Guillaume
8216 - Pelletier, Jean-Marc
1917 - Pelletier, Pascal
7154 - Pelletier, Pierre-Luc
1401 - Pelley, Rod
1629 - Pellinen, Jaakko
5267 - Peltier, Derek
1574 - Peltola, Jukka
7338 - Peltola, Niko
1320 - Peltonen, Ville
1302 - Peluso, Anthony
2047 - Penner, Andrew
1181 - Penner, Dustin
5312 - Penner, Jeff
6474 - Percy, Stuart
6333 - Pereira, Kyle
2466 - Periard, Michel
1068 - Perkovich, Nathan
6332 - Peroff, Ken
1257 - Perrault, Joel
5254 - Perreault, Mathieu
1303 - Perrin, Eric
2093 - Perron, David
5331 - Perry, Adam
1100 - Perry, Corey
4481 - Perry, Todd
5460 - Persley, Brendan
1451 - Persson, Dennis
6089 - Persson, John
101 - Persson, Robin
7169 - Perugini, Chris
3988 - Perzyna, Andrezej
2629 - Pesonen, Harri
3989 - Pesonen, Janne
5479 - Peter, Emanuel
2955 - Peterek, Jan
3991 - Petermann, Felix
727 - Peters, Andrew
6317 - Peters, Anthony
1737 - Peters, Justin
6022 - Peters, Taylor
6654 - Peters, Tyler
1806 - Peters, Warren
3992 - Petersen, Michael
7073 - Petersen, Nicholas
2051 - Petersen, Toby
539 - Petersson, André
6504 - Petgrave, Matt
1258 - Petiot, Richard
3994 - Petré, Henrik 
2934 - Petrecki, Nicholas
3995 - Petrell, Lennart
6102 - Petrovic, Alex
1856 - Petruic, Neil
1749 - Petruzalek, Jakub
5968 - Petryk, Reid
6943 - Pettersson, Daniel
2545 - Pettersson, Fredrik
1519 - Petterström, Pontus
729 - Pettinen, Tomi
730 - Pettinger, Matt
1418 - Peverley, Rich
1086 - Phaneuf, Dion
4929 - Philipp, Radek
731 - Phillips, Chris
4512 - Phillips, David
7088 - Phillips, Zack
4000 - Philox, Philippe
1260 - Picard, Alexandre
1259 - Picard, Alexandre R.
6835 - Piche, Frédéric
657 - Piche, Sebastien
6176 - Pickard, Calvin
688 - Pickard, Chet
4001 - Pielmeier, Thomas
4535 - Pierro-Zabotel, Casey
4446 - Pietrangelo, Alex
5221 - Pietrasiak, Jeff
7265 - Pietsch, Jan Niklas
4002 - Pietta, Daniel
6825 - Piette, Alexis
4003 - Pihl, Andreas
4004 - Pihlström, Antti
1564 - Pikkarainen, Ilkka
8221 - Pilar, Karel
5784 - Piluso, Mike
2907 - Pinc, Marek
2003 - Pineault, Adam
6866 - Pinette, Yoan
5255 - Pinizzotto, Steve
8219 - Pirnes, Esa
8222 - Piros, Kamil
8223 - Pisa, Ales
739 - Pisani, Fernando
6806 - Piskacek, Jan
2026 - Piskula, Joe
952 - Pistilli, matthew
6272 - Pither, Luke
4009 - Pitkämäki, Juha
4555 - Pitkänen, Ilmari
740 - Pitkanen, Joni
8224 - Pittis, Domenic
4683 - Pitton, Bryan
1950 - Pitton, Jason
7308 - Pitule, Tomas
8225 - Pivko, Libor
4835 - Pivron, Pierrick
4010 - Pizzi, Pietro
3765 - Plante, Alex
6913 - Plante, Jean-François
11106 - Plante, Tyler
4014 - Plaskon, Rons
4675 - Platil, Jan
6396 - Pleckaitis, Joe
743 - Plekanec, Tomas
2926 - Pletka, Václav
1399 - Plihal, Tomas
2927 - Plodek, Jan
6243 - Plouffe, Brett
7142 - Plourde, William
5499 - Plüss, Benjamin
4015 - Pluss, Martin
745 - Pock, Thomas
7321 - Podesva, Martin
5078 - Podkonicky, Andrej
2978 - PODLEŠÁK, Martin
1835 - Pogge, Justin
747 - Pohl, Johnny
7226 - Pohl, Patrick
2154 - Pokulok, Sasha
4017 - Polaczek, Aleksander
1313 - Polak, Roman
1261 - Polak, Vojtech
2956 - Polanský, Jirí
6980 - Polasek, Adam
4018 - Poli, Luca
8227 - Pollock, Jamie
749 - Pominville, Jason
6028 - Ponich, Brett
750 - Ponikarovsky, Alexei
463 - Pope, Matt
751 - Popovic, Mark
1425 - Popperle, Tomas
6821 - Populus, Mathieu
6868 - Porowski, Mitchell
5201 - Porseland, Mathias
2217 - Porter, Chris
4441 - Porter, Kevin
6739 - Posa, Saverio
2126 - Pospisil, Tomas
979 - Postma, Paul
752 - Pothier, Brian
753 - Poti, Tom
1772 - Potter, Corey
1262 - Potulny, Ryan
6964 - Poudrier, Loïk
7140 - Poulin, Kevin
1355 - Pouliot, Benoit
1263 - Pouliot, Marc-Antoine
7109 - Pouliot, Raphaël
4023 - Pourpier, Jean-Christophe
2229 - Powe, Darroll
1716 - Pöyhönen, Marko
2986 - Poživil, Lukáš
2987 - Poživil, Ondrej
755 - Pratt, Nolan
7217 - Preibisch, Alexander
6660 - Preisinger, Miroslav
756 - Preissing, Tom
4024 - Prestberg, Pelle
2077 - Price, Carey
6385 - Prigione, James
2685 - Prikryl, Petr
758 - Primeau, Wayne
6540 - Prince, Shane
1372 - Printz, David
1520 - Prochazka, Libor
2900 - Procházka, Martin
2874 - Procházka, Radek
5728 - Profico, Leandro
4028 - Prokop, Andrij
6234 - Prokop, Neal
759 - Pronger, Chris
4610 - Prošek, Roman
761 - Prospal, Vaclav
7199 - Prosser, Nate
5783 - Proulx, Logan
6287 - Prout, Dalton
6956 - Provost, Matt
1132 - Prucha, Petr
2012 - Prudden, Josh
1338 - Prust, Brandon
2968 - PTÁCEK, František
6586 - Puempel, Matt
4030 - Puistola, Pasi
4031 - Pukka, Mikko
5439 - Pulkkinen, Teemu
7342 - Pulkkinen, Toni
2989 - Puncochár, Petr
2198 - Purcell, Teddy
2568 - Purolinna, Juha-Petteri
1383 - Pushkarev, Konstantin
5436 - Puustinen, Juuso
765 - Pyatt, Taylor
11137 - Pyatt, Tommy
5242 - Pyett, Logan
4037 - Pyorala, Mika
5787 - Pysyk, Mark
7123 - Quesnel, Alexandre
6589 - Quesnele, David
6690 - Quesnele, Michael
7061 - Quevillon, Antoine
2305 - Quick, Jonathan
2514 - Quick, Kevin
1339 - Quincey, Kyle
6388 - Quine, Alan
1416 - Quint, Deron
2972 - Quirk, Corey
5445 - Raanta, Antti
2241 - Rabbit, Wacey
7363 - Raboin, Garrett
5779 - Rachinski, Rhett
2738 - Rachunek, Ivan
768 - Rachunek, Karel
6674 - Rachunek, Tomas
7093 - Racine, Jonathan
5933 - Radil, Lukas
769 - Radivojevic, Branko
5638 - Radja, Mike
1327 - Radulov, Alexander
2294 - Raduns, Nate
4915 - Raedeke, Brent
771 - Rafalski, Brian
5598 - Raffainer, Raeto
546 - Raffl, Thomas
8235 - Ragnarsson, Marcus
2592 - Rahkola, Miro
520 - Rahm, Robin
6157 - Rai, Prab
4567 - Rajala, Juuso
5454 - Rajala, Toni
1662 - Rajamäki, Erkki
7020 - Rajotte, Jason
2816 - Rákos, Daniel
4467 - Rallo, Greg
1807 - Ramholt, Tim
6576 - Ramkema, Mark
4042 - Ramo, Karri
1909 - Ramsay, Ryan
6170 - Ramsay, Scott
5376 - Ramsey, Travis
1689 - Ramstedt, Teemu
6853 - Randazzo, Andrew
883 - Randegger, Flurin
6892 - Randell, Travis
6411 - Randell, Tyler
5828 - Ranford, Brendan
1137 - Ranger, Paul
471 - Rank, Kyle
4044 - Rankel, André
2622 - Ranta, Roope
2593 - Rantanen, Anssi
4561 - Rasi, Petteri
4548 - Rask, Joonas
2244 - Rask, Tuukka
4046 - Rasmussen, Hans
5300 - Ratchuk, Michael
4048 - Ratchuk, Peter
774 - Rathje, Mike
6011 - Rattie, Ty
1020 - Rau, Chad
1493 - Rautio, David
2567 - Rautiola, Antti
4052 - Ravani, Gabriele
776 - Raycroft, Andrew
7064 - Raymond, Jérôme
6672 - Raymond, Jesse
2056 - Raymond, Mason
1264 - Ready, Ryan
777 - Reasoner, Marty
2515 - Reaves, Ryan
5902 - Reber, Jörg
778 - Recchi, Mark
5385 - Rechlicz, Joel
779 - Redden, Wade
6224 - Reddick, Kruise
6041 - Reddin, Colin
5959 - Reddington, Mike
2044 - Reddox, Liam
1831 - Redenbach, Tyler
6256 - Redmond, Connor
5229 - Reed, Harrison
2272 - Reese, Dylan
6700 - Reese, Steve
5260 - Regan, Eric
5313 - Regan, Kevin
1173 - Regehr, Richie
780 - Regehr, Robyn
1265 - Regier, Steve
6832 - Regimbald, Rock
1529 - Regin, Peter
725 - Regner, Brent
7314 - Rehak, Denis
1402 - Reich, Jeremy
8238 - Reichel, Robert
5749 - Reichert, Marc
1408 - Reid, Brandon
1266 - Reid, Darren
6199 - Reid, James
5364 - Reimer, James
2351 - Reimer, Jochen
4054 - Reimer, Patrick
5996 - Reinbolt, Riley
5874 - Reinhart, Max
784 - Reinprecht, Steven
4055 - Reiss, Andy
5497 - Reist, Alain
1267 - Reitz, Erik
4056 - Rekis, Arvids
6787 - Renaud, Maxime
7323 - Rendulic, Borna
5889 - Reners, Mark
2356 - Renkewitz, Etienne
4059 - Renz, Andreas
5325 - Repik, Michal
4060 - Reszczyk, Piotr
4061 - Retzer, Christian
4062 - Retzer, Stephan
5599 - Reuille, Sebastian
7205 - Reul, Denis
6043 - Revenko, Igor
1896 - Reynolds, T.J.
5278 - Rheault, Jon
787 - Rheaume, Pascal
788 - Ribeiro, Mike
4514 - Richards, Alec
790 - Richards, Brad
1102 - Richards, Mike
1163 - Richardson, Brad
6776 - Richer, Philip
1167 - Richmond, Danny
2563 - Richter, Martin
1453 - Ridderwall, Stefan
6120 - Rieder, Andrew
5422 - Riefers, Philip
1647 - Riekkinen, Joonas
7183 - Riendeau, Yannick
4064 - Riesen, Michel
7344 - Riikola, Simo-Pekka
4847 - Riksman, Juuso
6340 - Riley, Jacob
2473 - Rimbeck, Michael
6276 - Rinaldo, Zac
7351 - Ringbom, Jere
2646 - Rinkinen, Teemu
1199 - Rinne, Pekka
5470 - Rinne, Rasmus
5547 - Rintanen, Kimmo
5878 - Rintoul, Hayden
930 - Riopel, Nicola
4069 - Riska, Filip
4562 - Rissanen, Jaakko
5813 - Rissanen, Rasmus
5282 - Rissling, Jaynen
792 - Rissmiller, Pat
793 - Rita, Jani
6655 - Ritchie, Brett
794 - Ritchie, Byron
2135 - Ritola, Mattias
7252 - Ritter, Stephen
2315 - Ritter, Toni
5518 - Rivera, Chris
795 - Rivers, Jamie
796 - Rivet, Craig
5600 - Rizzello, Antonio
4070 - Rizzi, Sandro
1201 - Roach, Andy
5135 - Robak, Colby
6594 - Robertson, Adrian
7149 - Robichaud, Maxime
798 - Robidas, Stephane
799 - Robinson, Nathan
1268 - Robitaille, Louis
801 - Robitaille, Randy
1382 - Roche, Travis
7210 - Rochefort, Richard
6066 - Rodgers, Alex
492 - Rödin, Anton
2491 - Rodney, Bryan
6906 - Rodrigue, Dwayne
5601 - Roest, Stacy
6670 - Rogalski, Joe
4072 - Rogalski, Maciej
1931 - Rogers, Andy
1984 - Rogers, Brandon
6214 - Rogers, Joel
5365 - Rogers, Kyle
4075 - Rollings, Kevin
805 - Roloson, Dwayne
806 - Rolston, Brian
647 - Romano, Tony
1381 - Rome, Aaron
2013 - Rome, Ashton
5729 - Romy, Kevin
5438 - Roppo, Antti
1918 - Rosa, Marco
8245 - Rosa, Pavel
6959 - Rose, David
1932 - Rosehill, Jay
7390 - Rosen, Robert
6017 - Ross, Brad
6627 - Ross, Garret
1990 - Ross, Jared
7190 - Ross, Jared N.
5893 - Ross, Max
7185 - Ross, Nick
7313 - Roth, Vladimir
5544 - Rothen, Frédéric
4079 - Röthke, Rene
810 - Rourke, Allan
6162 - Rouse, Brendan
7010 - Rousseau, Guillaume
6830 - Roussel, Antoine
7113 - Roussel, Charles-Olivier
6961 - Roux, Hugo
6502 - Rover, Shayne
5962 - Rowat, Linden
5992 - Rowinski, Brendan
6054 - Rowley, Jordan
6819 - Roy, Alexandre
7036 - Roy, Charles-Antoine
812 - Roy, Derek
2433 - Roy, Jimmy
1397 - Roy, Mathieu
6789 - Roy, Olivier
5151 - Royer, Mackenzie
517 - Røymark, Martin
4082 - Rozitis, Rolands
813 - Rozsival, Michal
5519 - Rubin, Daniel
815 - Rucinsky, Martin
4083 - Rudslätt, Daniel
5555 - Rüeger, Ronnie
350 - Rüfenacht, Thomas
5203 - Rundblad, David
6047 - Ruopp, Harrison
816 - Rupp, Mike
2363 - Rupprich, Steven
4086 - Rusakevich, Andre
2096 - Russell, Kris
2137 - Russell, Ryan
5750 - Rüthemann, Ivo
6025 - Rutkowski, Troy
817 - Ruutu, Jarkko
818 - Ruutu, Tuomo
2884 - Ružicka, David
2798 - Ružicka, Martin
2875 - Ružicka, Martin
1330 - Ruzicka, Stefan
4651 - Ruzicka, vladimir
11205 - Ryan, Bobby
5643 - Ryan, Joe
6726 - Ryan, Kenny
1169 - Ryan, Matt
1351 - Ryan, Michael
1795 - Ryan, Prestin
5905 - Ryckman, Derek
11207 - Ryder, Dan
820 - Ryder, Michael
2915 - Rygl, Martin
1269 - Rypien, Rick
5739 - Rytz, Philipp
1270 - Ryznar, Jason
6910 - Saab, Ian
4088 - Saarenheimo, Pekka
4090 - Saarinen, Jesse P.
4600 - Sáblík, Lukáš
821 - Sabourin, Dany
6361 - Sadikov, Ramis
4095 - Saga, Jiro
1846 - Sagat, Martin
4096 - Saggau, Thorben
485 - Sahlin, Alexander
2716 - Sailer, Petr
1582 - Sailio, Jari
5834 - Saip, Linden
2641 - Salak, Alexander
1821 - Salcido, Brian
824 - Salei, Ruslan
2623 - Sallinen, Jere
2624 - sallinen, Tomi
4099 - Salmela, Anssi
8005 - Salmelainen, Tony
2594 - Salminen, Sakari
6177 - Salmon, Michael
4101 - Salmonsson, Johannes
826 - Salo, Sami
2615 - Salo, Timo
1565 - Salonen, Pasi
6442 - Salters, Leigh
827 - Salvador, Bryce
1590 - Sammalkangas, Tapio
7018 - Samoluk, Nicholas
2103 - Samson, Jerome
828 - Samsonov, Sergei
4106 - Samuelsen, Erik
5208 - Samuelsson, Jesper
830 - Samuelsson, Mikael
7406 - Sandberg, Christian
7416 - Sandberg, Tim
6637 - Sanderson, Barry
63 - Sandin, Emil
6373 - Sandlak, Carter
4110 - Sandström, Jan
832 - Sanford, Curtis
1897 - Sanford, James
5247 - Sanguinetti, Bobby
5730 - Sannitz, Raffaele
8249 - Santala, Tommi
4112 - Santavuori, Tuomas
5283 - Santorelli, Mark
2205 - Santorelli, Mike
6438 - Sanza, Stephen
6391 - Sarault, Charles
4113 - Saravo, Pekka
835 - Sarich, Cory
836 - Sarno, Peter
6414 - Sartoretto, Micky
4114 - Sasaki, Makoto
837 - Satan, Miroslav
2581 - Säteri, Harri
1057 - Sauer, Billy
838 - Sauer, Kurt
11228 - Sauer, Michael
7281 - Saulietis, Kaspars
6942 - Saulnier, Alex
6941 - Saulnier, Allain
