Name,Compare,Pos,Age,Team,GP,Top Speed,Average Speed,100+ MPH,100+ MPH/G,90-100 MPH,90-100 MPH/G,80-90 MPH,80-90 MPH/G,70-80 MPH,70-80 MPH/G
TONY DEANGELO,,D,30.6,NYI,35,90.74,67.87,0,0.00,2,0.06,16,0.46,44,1.26
VINCE DUNN,,D,29.6,SEA,62,90.73,70.77,0,0.00,2,0.03,41,0.66,122,1.97
K'ANDRE MILLER,,D,26.4,CAR,74,90.72,70.61,0,0.00,1,0.01,34,0.46,107,1.45
NICK DESIMONE,,D,31.5,UTA,20,90.71,67.62,0,0.00,1,0.05,1,0.05,20,1.00
JACK DRURY,,C,26.3,COL,72,90.7,59.93,0,0.00,1,0.01,4,0.06,40,0.56
PATRIK LAINE,,R,28.1,MTL,52,90.69,70.22,0,0.00,2,0.04,40,0.77,66,1.27
SIMON EDVINSSON,,D,23.3,DET,78,90.69,65.97,0,0.00,2,0.03,19,0.24,56,0.72
LARS ELLER,,C,37.1,OTT,80,90.67,57.03,0,0.00,2,0.03,10,0.13,27,0.34
DANTE FABBRO,,D,28.0,CBJ,68,90.65,69.32,0,0.00,2,0.03,19,0.28,67,0.99
ADAM BOQVIST,,D,25.8,NYI,35,90.6,65.55,0,0.00,1,0.03,8,0.23,30,0.86
CHARLIE MCAVOY,,D,28.5,BOS,50,90.59,67.45,0,0.00,1,0.02,22,0.44,57,1.14
IVAN PROVOROV,,D,29.4,CBJ,82,90.58,67.01,0,0.00,3,0.04,26,0.32,71,0.87
AUSTON MATTHEWS,,C,28.7,TOR,67,90.56,57.47,0,0.00,2,0.03,33,0.49,82,1.22
TIMO MEIER,,L,29.7,N.J,80,90.55,59.71,0,0.00,1,0.01,43,0.54,88,1.10
JAYDEN STRUBLE,,D,24.7,MTL,56,90.52,68.66,0,0.00,1,0.02,10,0.18,49,0.88
TIM STUTZLE,,C,24.4,OTT,82,90.51,60.7,0,0.00,2,0.02,22,0.27,72,0.88
MATTHEW KNIES,,L,23.6,TOR,78,90.51,51.99,0,0.00,1,0.01,11,0.14,30,0.38
JIMMY VESEY,,R,33.0,,43,90.46,57.63,0,0.00,1,0.02,1,0.02,13,0.30
KLIM KOSTIN,,R,27.1,,35,90.44,54.06,0,0.00,1,0.03,4,0.11,4,0.11
PHILIP BROBERG,,D,24.9,STL,68,90.42,64.89,0,0.00,1,0.01,18,0.26,63,0.93
VINCENT DESHARNAIS,,D,30.0,S.J,51,90.37,67.19,0,0.00,1,0.02,0,0.00,33,0.65
MARTIN POSPISIL,,R,26.5,CGY,81,90.36,57.42,0,0.00,1,0.01,10,0.12,51,0.63
ROOPE HINTZ,,C,29.5,DAL,76,90.35,56.05,0,0.00,2,0.03,26,0.34,53,0.70
JONNY BRODZINSKI,,R,33.0,NYR,51,90.34,64.53,0,0.00,1,0.02,17,0.33,40,0.78
EVGENI MALKIN,,R,39.8,PIT,68,90.34,52.72,0,0.00,1,0.01,14,0.21,33,0.49
BRADY SKJEI,,D,32.2,NSH,82,90.31,68.58,0,0.00,1,0.01,49,0.60,93,1.13
JASON ROBERTSON,,L,26.9,DAL,82,90.3,59.59,0,0.00,1,0.01,23,0.28,93,1.13
BRAYDEN MCNABB,,D,35.4,VGK,82,90.29,66.16,0,0.00,1,0.01,23,0.28,55,0.67
ALBERT JOHANSSON,,D,25.4,DET,61,90.26,70.65,0,0.00,1,0.02,22,0.36,42,0.69
JEFF SKINNER,,L,34.0,,72,90.26,53.79,0,0.00,1,0.01,7,0.10,32,0.44
CONNOR ZARY,,L,24.7,CGY,54,90.25,52.4,0,0.00,1,0.02,3,0.06,25,0.46
TEUVO TERAVAINEN,,L,31.7,CHI,82,90.22,57.98,0,0.00,1,0.01,23,0.28,18,0.22
JIRI KULICH,,L,22.1,BUF,62,90.22,63.11,0,0.00,1,0.02,41,0.66,48,0.77
SEAN COUTURIER,,C,33.5,PHI,79,90.21,52.61,0,0.00,1,0.01,0,0.00,33,0.42
BRADEN SCHNEIDER,,D,24.7,NYR,80,90.17,68.32,0,0.00,1,0.01,21,0.26,76,0.95
LUKE HUGHES,,D,22.7,N.J,71,90.17,66.05,0,0.00,1,0.01,39,0.55,92,1.30
ARTEMI PANARIN,,L,34.6,L.A,80,90.09,65.17,0,0.00,1,0.01,36,0.45,169,2.11
TOMAS HERTL,,C,32.6,VGK,73,90.05,51.56,0,0.00,1,0.01,7,0.10,40,0.55
RADEK FAKSA,,C,32.4,DAL,70,90.04,54.4,0,0.00,1,0.01,4,0.06,18,0.26
ELMER SODERBLOM,,L,24.9,PIT,26,90.02,57.31,0,0.00,1,0.04,8,0.31,11,0.42
TEDDY BLUEGER,,C,31.8,VAN,82,90.01,53.37,0,0.00,1,0.01,0,0.00,30,0.37
SAMUEL HELENIUS,,C,23.5,L.A,50,89.96,59.19,0,0.00,0,0.00,4,0.08,22,0.44
JAMIE DRYSDALE,,D,24.2,PHI,70,89.92,66.57,0,0.00,0,0.00,14,0.20,61,0.87
HENRI JOKIHARJU,,D,27.0,BOS,60,89.92,68.96,0,0.00,0,0.00,26,0.43,60,1.00
FABIAN ZETTERLUND,,R,26.8,OTT,84,89.9,57.43,0,0.00,0,0.00,21,0.25,66,0.79
JOEL HANLEY,,D,35.0,CGY,53,89.89,67.63,0,0.00,0,0.00,13,0.25,33,0.62
LUCAS RAYMOND,,R,24.2,DET,82,89.87,59.85,0,0.00,0,0.00,31,0.38,90,1.10
JACK JOHNSON,,D,39.4,,41,89.75,67.79,0,0.00,0,0.00,7,0.17,12,0.29
ALEX TUCH,,R,30.1,BUF,82,89.7,57.67,0,0.00,0,0.00,33,0.40,64,0.78
MAX DOMI,,C,31.3,TOR,74,89.7,63.16,0,0.00,0,0.00,19,0.26,48,0.65
ILYA MIKHEYEV,,L,31.6,CHI,80,89.68,60.19,0,0.00,0,0.00,23,0.29,51,0.64
CONNOR MURPHY,,D,33.2,EDM,68,89.68,67.78,0,0.00,0,0.00,27,0.40,53,0.78
SEAN DURZI,,D,27.6,UTA,30,89.68,67.01,0,0.00,0,0.00,10,0.33,46,1.53
TREVOR MOORE,,L,31.2,L.A,71,89.65,56.35,0,0.00,0,0.00,19,0.27,72,1.01
MACKLIN CELEBRINI,,C,20.0,S.J,70,89.64,62.03,0,0.00,0,0.00,46,0.66,105,1.50
DYLAN GUENTHER,,R,23.2,UTA,70,89.62,63.91,0,0.00,0,0.00,57,0.81,97,1.39
NOAH CATES,,C,27.3,PHI,78,89.59,50.74,0,0.00,0,0.00,7,0.09,26,0.33
KRIS LETANG,,D,39.1,PIT,74,89.56,65.78,0,0.00,0,0.00,54,0.73,79,1.07
SIMON HOLMSTROM,,R,25.0,NYI,75,89.55,58.36,0,0.00,0,0.00,27,0.36,36,0.48
JUSTIN BARRON,,D,24.5,NSH,62,89.54,68.35,0,0.00,0,0.00,21,0.34,48,0.77
LANDON SLAGGERT,,R,23.9,CHI,33,89.53,45.2,0,0.00,0,0.00,1,0.03,4,0.12
MICHAEL CARCONE,,R,30.0,UTA,53,89.52,54.4,0,0.00,0,0.00,5,0.09,30,0.57
PAVEL BUCHNEVICH,,L,31.1,STL,76,89.51,55.1,0,0.00,0,0.00,8,0.11,47,0.62
BOBBY MCMANN,,L,30.0,SEA,74,89.51,59.04,0,0.00,0,0.00,28,0.38,50,0.68
WILLIAM KARLSSON,,C,33.4,VGK,53,89.41,59.5,0,0.00,0,0.00,17,0.32,50,0.94
MICHAEL AMADIO,,R,30.1,OTT,72,89.41,52.29,0,0.00,0,0.00,6,0.08,18,0.25
CHRIS KREIDER,,L,35.1,ANA,68,89.34,56,0,0.00,0,0.00,21,0.31,43,0.63
ANDREW MANGIAPANE,,L,30.2,CHI,81,89.33,55.79,0,0.00,0,0.00,5,0.06,27,0.33
WARREN FOEGELE,,L,30.2,OTT,82,89.31,55.24,0,0.00,0,0.00,22,0.27,60,0.73
KYLE CONNOR,,L,29.5,WPG,82,89.31,60.87,0,0.00,0,0.00,46,0.56,103,1.26
CLAYTON KELLER,,L,27.8,UTA,81,89.28,57.46,0,0.00,0,0.00,28,0.35,42,0.52
ANTON LUNDELL,,C,24.7,FLA,79,89.25,56.63,0,0.00,0,0.00,7,0.09,47,0.59
NICK BLANKENBURG,,D,28.1,COL,60,89.24,64.78,0,0.00,0,0.00,10,0.17,61,1.02
COLE KOEPKE,,R,28.0,WPG,73,89.23,55.86,0,0.00,0,0.00,9,0.12,19,0.26
OLEN ZELLWEGER,,D,22.7,ANA,62,89.23,66.19,0,0.00,0,0.00,27,0.44,82,1.32
JOEL KIVIRANTA,,R,30.2,COL,79,89.2,54.11,0,0.00,0,0.00,6,0.08,23,0.29
SCOTT LAUGHTON,,C,32.0,L.A,80,89.2,53.31,0,0.00,0,0.00,10,0.13,27,0.34
ERIK BRANNSTROM,,D,26.8,,28,89.2,68.23,0,0.00,0,0.00,12,0.43,21,0.75
CONOR GARLAND,,R,30.2,CBJ,81,89.18,56.95,0,0.00,0,0.00,12,0.15,42,0.52
CAM FOWLER,,D,34.5,STL,68,89.14,65.28,0,0.00,0,0.00,9,0.13,50,0.74
SHANE PINTO,,C,25.6,OTT,70,89.13,57.51,0,0.00,0,0.00,15,0.21,46,0.66
YANNI GOURDE,,C,34.5,T.B,57,89.12,55.35,0,0.00,0,0.00,10,0.18,26,0.46
LIAM OHGREN,,L,22.3,VAN,24,89.08,61.93,0,0.00,0,0.00,8,0.33,19,0.79
ARTTURI LEHKONEN,,L,30.9,COL,69,89.08,54.1,0,0.00,0,0.00,6,0.09,35,0.51
BRENDAN SMITH,,D,37.3,CBJ,32,89.07,64.95,0,0.00,0,0.00,8,0.25,20,0.63
CARL GRUNDSTROM,,L,28.5,PHI,56,89.06,58.62,0,0.00,0,0.00,6,0.11,34,0.61
JAKE NEIGHBOURS,,L,24.2,STL,82,89.01,50.21,0,0.00,0,0.00,3,0.04,28,0.34
PAVEL ZACHA,,C,29.2,BOS,82,88.99,57.57,0,0.00,0,0.00,22,0.27,46,0.56
JURAJ SLAFKOVSKY,,R,22.2,MTL,79,88.99,55.95,0,0.00,0,0.00,8,0.10,34,0.43
ALEX IAFALLO,,R,32.5,WPG,82,88.99,53.31,0,0.00,0,0.00,1,0.01,24,0.29
ALIAKSEI PROTAS,,L,25.4,WSH,76,88.97,57.37,0,0.00,0,0.00,23,0.30,45,0.59
JONATHAN MARCHESSAULT,,R,35.4,NSH,78,88.97,56.76,0,0.00,0,0.00,19,0.24,86,1.10
COLIN BLACKWELL,,R,33.2,DAL,63,88.95,54.14,0,0.00,0,0.00,3,0.05,11,0.17
MATS ZUCCARELLO,,R,38.8,MIN,69,88.93,61.55,0,0.00,0,0.00,14,0.20,70,1.01
MASON APPLETON,,R,30.4,DET,71,88.92,56.02,0,0.00,0,0.00,1,0.01,21,0.30
TYE KARTYE,,L,25.1,NYR,63,88.91,63.02,0,0.00,0,0.00,16,0.25,23,0.37
COLE CAUFIELD,,L,25.4,MTL,82,88.85,58.6,0,0.00,0,0.00,21,0.26,78,0.95
TRENT FREDERIC,,R,28.3,EDM,58,88.79,52.1,0,0.00,0,0.00,7,0.12,15,0.26
JASON DICKINSON,,C,30.9,EDM,59,88.76,59.66,0,0.00,0,0.00,7,0.12,30,0.51
CASEY CIZIKAS,,C,35.3,NYI,82,88.74,52.79,0,0.00,0,0.00,7,0.09,21,0.26
LANE HUTSON,,D,22.3,MTL,82,88.74,62.59,0,0.00,0,0.00,13,0.16,44,0.54
RYAN DONATO,,L,30.2,CHI,80,88.73,58.95,0,0.00,0,0.00,36,0.45,75,0.94
DENNIS CHOLOWSKI,,D,28.3,N.J,39,88.66,66.75,0,0.00,0,0.00,6,0.15,16,0.41
JOSH DOAN,,R,24.3,BUF,51,88.64,58.37,0,0.00,0,0.00,11,0.22,32,0.63
WYATT KAISER,,D,23.8,CHI,57,88.63,64.4,0,0.00,0,0.00,7,0.12,35,0.61
ALEX DEBRINCAT,,L,28.5,DET,82,88.58,57.75,0,0.00,0,0.00,13,0.16,89,1.09
KYLE MACLEAN,,L,27.1,NYI,81,88.53,57.02,0,0.00,0,0.00,8,0.10,21,0.26
DYLAN DEMELO,,D,33.1,WPG,82,88.51,68.51,0,0.00,0,0.00,17,0.21,66,0.80
MAXIM TSYPLAKOV,,R,27.7,N.J,77,88.5,53.86,0,0.00,0,0.00,9,0.12,33,0.43
BRAYDEN SCHENN,,L,34.8,NYI,82,88.5,58.31,0,0.00,0,0.00,26,0.32,53,0.65
NICK LEDDY,,D,35.2,S.J,31,88.46,67.92,0,0.00,0,0.00,6,0.19,11,0.35
KYLE BURROUGHS,,D,30.9,L.A,33,88.46,72.54,0,0.00,0,0.00,6,0.18,13,0.39
TROY STECHER,,D,32.2,TOR,66,88.38,64.76,0,0.00,0,0.00,5,0.08,42,0.64
BOBBY BRINK,,R,24.9,MIN,79,88.34,54.48,0,0.00,0,0.00,7,0.09,28,0.35
EVAN RODRIGUES,,C,32.9,FLA,82,88.33,57.77,0,0.00,0,0.00,11,0.13,60,0.73
OLIVER BJORKSTRAND,,R,31.2,T.B,79,88.25,62.44,0,0.00,0,0.00,22,0.28,76,0.96
JORDAN GREENWAY,,L,29.3,BUF,34,88.24,57.48,0,0.00,0,0.00,5,0.15,11,0.32
PIERRE-OLIVIER JOSEPH,,D,26.9,VAN,47,88.24,66.5,0,0.00,0,0.00,7,0.15,35,0.74
FREDERICK GAUDREAU,,C,33.1,SEA,82,88.24,57.32,0,0.00,0,0.00,9,0.11,33,0.40
PHILLIP DI GIUSEPPE,,R,32.7,WPG,20,88.23,55.67,0,0.00,0,0.00,5,0.25,4,0.20
JUUSO PARSSINEN,,C,25.3,NYR,48,88.19,50.26,0,0.00,0,0.00,4,0.08,4,0.08
MATHIEU OLIVIER,,R,29.3,CBJ,82,88.19,52.96,0,0.00,0,0.00,14,0.17,22,0.27
OSKAR SUNDQVIST,,C,32.2,STL,67,88.18,51.18,0,0.00,0,0.00,5,0.07,8,0.12
EGOR ZAMULA,,D,26.2,CBJ,63,88.18,68.75,0,0.00,0,0.00,12,0.19,39,0.62
COLTON SISSONS,,R,32.6,VGK,72,88.15,51.46,0,0.00,0,0.00,3,0.04,17,0.24
FEDOR SVECHKOV,,C,23.2,NSH,52,88.15,57.11,0,0.00,0,0.00,4,0.08,20,0.38
VINNI LETTIERI,,R,31.3,TOR,26,88.13,57.69,0,0.00,0,0.00,11,0.42,15,0.58
JARED SPURGEON,,D,36.5,MIN,66,88.13,65.1,0,0.00,0,0.00,17,0.26,50,0.76
MICHAEL BUNTING,,L,30.7,DAL,76,88.11,55.44,0,0.00,0,0.00,11,0.14,37,0.49
CARTER VERHAEGHE,,L,30.8,FLA,81,88.08,54.13,0,0.00,0,0.00,8,0.10,70,0.86
MARC DEL GAIZO,,D,26.6,MTL,46,88.07,66.35,0,0.00,0,0.00,10,0.22,43,0.93
JONAS SIEGENTHALER,,D,29.1,N.J,55,88.07,65.32,0,0.00,0,0.00,11,0.20,28,0.51
VALERI NICHUSHKIN,,R,31.3,COL,43,88.04,55.73,0,0.00,0,0.00,11,0.26,37,0.86
TAYLOR RADDYSH,,L,28.3,NYR,80,88.02,53.73,0,0.00,0,0.00,9,0.11,17,0.21
CONNOR MCDAVID,,C,29.4,EDM,67,88,53.61,0,0.00,0,0.00,7,0.10,70,1.04
ANDERS LEE,,L,35.9,NYI,82,87.99,48.17,0,0.00,0,0.00,13,0.16,24,0.29
SAM BENNETT,,C,30.0,FLA,76,87.95,56.6,0,0.00,0,0.00,12,0.16,79,1.04
NATHAN MACKINNON,,C,30.8,COL,79,87.93,58.39,0,0.00,0,0.00,25,0.32,92,1.16
JANSEN HARKINS,,C,29.0,ANA,62,87.91,60.03,0,0.00,0,0.00,7,0.11,18,0.29
RYAN LINDGREN,,D,28.3,SEA,72,87.9,65.16,0,0.00,0,0.00,9,0.13,36,0.50
MACKIE SAMOSKEVICH,,L,23.6,SEA,72,87.84,58.18,0,0.00,0,0.00,12,0.17,60,0.83
VICTOR OLOFSSON,,R,30.9,CGY,56,87.83,63.82,0,0.00,0,0.00,10,0.18,62,1.11
DREW O'CONNOR,,L,28.0,VAN,84,87.81,52.89,0,0.00,0,0.00,9,0.11,17,0.20
JAMES VAN RIEMSDYK,,L,37.1,DET,71,87.8,46.48,0,0.00,0,0.00,3,0.04,16,0.23
KEVIN STENLUND,,C,29.7,UTA,82,87.79,63.3,0,0.00,0,0.00,25,0.30,49,0.60
KAAPO KAKKO,,R,25.3,SEA,79,87.74,58.98,0,0.00,0,0.00,16,0.20,45,0.57
MATTIAS JANMARK,,L,33.5,EDM,80,87.72,48.31,0,0.00,0,0.00,2,0.03,6,0.08
YAKOV TRENIN,,C,29.4,MIN,76,87.7,53.81,0,0.00,0,0.00,6,0.08,21,0.28
ADAM WILSBY,,D,25.8,NSH,23,87.69,65.76,0,0.00,0,0.00,7,0.30,20,0.87
ZAC JONES,,D,25.6,BUF,46,87.6,61.87,0,0.00,0,0.00,4,0.09,25,0.54
JAKE CHRISTIANSEN,,D,26.7,CBJ,68,87.57,67.98,0,0.00,0,0.00,9,0.13,39,0.57
OWEN POWER,,D,23.5,BUF,79,87.55,64,0,0.00,0,0.00,13,0.16,81,1.03
KIRILL MARCHENKO,,L,25.9,CBJ,79,87.53,61.18,0,0.00,0,0.00,29,0.37,90,1.14
BRANDON HAGEL,,L,27.8,T.B,82,87.53,55.5,0,0.00,0,0.00,10,0.12,73,0.89
JOSH ANDERSON,,R,32.1,MTL,81,87.47,54.31,0,0.00,0,0.00,7,0.09,34,0.42
BRAYDEN PACHAL,,D,26.8,CGY,76,87.44,67.76,0,0.00,0,0.00,16,0.21,61,0.80
JEAN-GABRIEL PAGEAU,,C,33.6,NYI,79,87.44,50.91,0,0.00,0,0.00,6,0.08,16,0.20
JON MERRILL,,D,34.3,,70,87.44,68.35,0,0.00,0,0.00,13,0.19,34,0.49
MICHAEL PEZZETTA,,L,28.2,TOR,25,87.43,59.19,0,0.00,0,0.00,3,0.12,4,0.16
LEON DRAISAITL,,C,30.6,EDM,71,87.42,57.02,0,0.00,0,0.00,11,0.15,78,1.10
NICO STURM,,C,31.1,MIN,62,87.4,54.22,0,0.00,0,0.00,7,0.11,13,0.21
DAVID SAVARD,,D,35.6,,75,87.33,68.72,0,0.00,0,0.00,14,0.19,38,0.51
MILES WOOD,,L,30.7,CBJ,37,87.33,54.51,0,0.00,0,0.00,6,0.16,17,0.46
TAYLOR HALL,,L,34.6,CAR,77,87.33,56.73,0,0.00,0,0.00,11,0.14,45,0.58
MITCH MARNER,,R,29.1,VGK,81,87.31,58.35,0,0.00,0,0.00,11,0.14,64,0.79
CONNOR BROWN,,R,32.4,N.J,82,87.3,53.7,0,0.00,0,0.00,4,0.05,30,0.37
SAMUEL GIRARD,,D,28.1,PIT,73,87.3,64.98,0,0.00,0,0.00,14,0.19,61,0.84
MARCO KASPER,,C,22.2,DET,77,87.28,54.2,0,0.00,0,0.00,8,0.10,47,0.61
STEVEN LORENTZ,,L,30.1,TOR,80,87.26,56.53,0,0.00,0,0.00,8,0.10,26,0.33
NICK FOLIGNO,,L,38.6,MIN,78,87.25,56.56,0,0.00,0,0.00,12,0.15,25,0.32
NICOLAS DESLAURIERS,,L,35.3,CAR,31,87.24,59.22,0,0.00,0,0.00,6,0.19,10,0.32
J.J. MOSER,,D,26.0,T.B,54,87.24,62.78,0,0.00,0,0.00,5,0.09,35,0.65
NICK SUZUKI,,C,26.8,MTL,82,87.23,59.08,0,0.00,0,0.00,24,0.29,87,1.06
ROBERT THOMAS,,C,26.9,STL,70,87.22,60.08,0,0.00,0,0.00,13,0.19,61,0.87
TANNER PEARSON,,L,33.8,BUF,78,87.21,58.96,0,0.00,0,0.00,20,0.26,28,0.36
JUSTIN DANFORTH,,R,33.2,BUF,61,87.16,50.82,0,0.00,0,0.00,4,0.07,17,0.28
DYLAN COZENS,,C,25.3,OTT,82,87.15,60.86,0,0.00,0,0.00,38,0.46,66,0.80
CHRIS TANEV,,D,36.5,TOR,75,87.11,63.35,0,0.00,0,0.00,6,0.08,16,0.21
MATIAS MACCELLI,,L,25.6,TOR,55,87.11,62.85,0,0.00,0,0.00,13,0.24,51,0.93
SHAKIR MUKHAMADULLIN,,D,24.4,S.J,30,87.08,68.56,0,0.00,0,0.00,9,0.30,33,1.10
ISAIAH GEORGE,,D,22.3,NYI,33,87.08,69.31,0,0.00,0,0.00,6,0.18,25,0.76
WYATT JOHNSTON,,C,23.1,DAL,82,87.07,51.31,0,0.00,0,0.00,10,0.12,46,0.56
ERIK HAULA,,C,35.2,NSH,69,87.02,56.14,0,0.00,0,0.00,8,0.12,23,0.33
ALEKSANDER BARKOV,,C,30.8,FLA,67,87,57.53,0,0.00,0,0.00,10,0.15,58,0.87
NICOLAS AUBE-KUBEL,,C,30.1,MIN,22,87,58.42,0,0.00,0,0.00,4,0.18,7,0.32
MATHIEU JOSEPH,,R,29.3,L.A,60,87,59.11,0,0.00,0,0.00,9,0.15,21,0.35
COLE SCHWINDT,,C,25.1,FLA,42,87,55.66,0,0.00,0,0.00,3,0.07,7,0.17
STEFAN NOESEN,,L,33.3,N.J,78,86.99,43.93,0,0.00,0,0.00,2,0.03,16,0.21
ANDREI SVECHNIKOV,,L,26.2,CAR,72,86.99,59.31,0,0.00,0,0.00,21,0.29,75,1.04
SAM STEEL,,L,28.3,DAL,79,86.96,56.48,0,0.00,0,0.00,6,0.08,27,0.34
ZEMGUS GIRGENSONS,,L,32.4,T.B,82,86.96,52.87,0,0.00,0,0.00,4,0.05,19,0.23
ADAM GAUDETTE,,R,29.7,S.J,81,86.91,55.32,0,0.00,0,0.00,3,0.04,32,0.40
TREVOR VAN RIEMSDYK,,D,34.9,WSH,82,86.86,66.94,0,0.00,0,0.00,16,0.20,64,0.78
ANTHONY DUCLAIR,,L,30.8,NYI,44,86.86,56.4,0,0.00,0,0.00,3,0.07,20,0.45
MITCHELL STEPHENS,,C,29.3,SEA,28,86.86,52,0,0.00,0,0.00,4,0.14,5,0.18
JOSH NORRIS,,C,27.1,BUF,56,86.84,52.9,0,0.00,0,0.00,4,0.07,16,0.29
NICOLAS ROY,,R,29.3,COL,71,86.81,50.88,0,0.00,0,0.00,1,0.01,20,0.28
SETH JARVIS,,R,24.3,CAR,73,86.8,56.56,0,0.00,0,0.00,18,0.25,75,1.03
TYLER TOFFOLI,,R,34.1,S.J,78,86.8,57.26,0,0.00,0,0.00,12,0.15,71,0.91
WILL BORGEN,,D,29.5,NYR,84,86.79,69.45,0,0.00,0,0.00,13,0.15,97,1.15
WILL CUYLLE,,L,24.3,NYR,82,86.78,55.26,0,0.00,0,0.00,24,0.29,40,0.49
ROSS COLTON,,L,29.7,NSH,61,86.73,51.5,0,0.00,0,0.00,5,0.08,32,0.52
FILIP CHYTIL,,C,26.7,VAN,56,86.69,55.59,0,0.00,0,0.00,9,0.16,38,0.68
NIKO MIKKOLA,,D,30.1,FLA,76,86.68,64.49,0,0.00,0,0.00,15,0.20,61,0.80
ADAM HENRIQUE,,C,36.3,EDM,81,86.64,51.88,0,0.00,0,0.00,4,0.05,25,0.31
PHILLIP DANAULT,,C,33.3,MTL,80,86.62,51.83,0,0.00,0,0.00,3,0.04,23,0.29
CONNOR MCMICHAEL,,L,25.4,WSH,82,86.58,51.61,0,0.00,0,0.00,10,0.12,36,0.44
DANTON HEINEN,,R,30.9,CBJ,79,86.57,53.82,0,0.00,0,0.00,1,0.01,36,0.46
JOEL ERIKSSON EK,,C,29.3,MIN,46,86.56,55.87,0,0.00,0,0.00,17,0.37,34,0.74
ETHAN DEL MASTRO,,D,23.4,CHI,24,86.55,66.48,0,0.00,0,0.00,7,0.29,14,0.58
JASON ZUCKER,,L,34.4,BUF,73,86.54,53.63,0,0.00,0,0.00,7,0.10,41,0.56
MAX PACIORETTY,,L,37.5,,37,86.5,54.04,0,0.00,0,0.00,4,0.11,21,0.57
ALEX LAFERRIERE,,R,24.6,L.A,77,86.5,56.96,0,0.00,0,0.00,26,0.34,59,0.77
COLE SILLINGER,,L,23.1,CBJ,66,86.5,57.93,0,0.00,0,0.00,13,0.20,47,0.71
PIERRE ENGVALL,,L,30.0,NYI,62,86.49,60.91,0,0.00,0,0.00,19,0.31,33,0.53
ZACK OSTAPCHUK,,C,23.0,S.J,56,86.48,56.48,0,0.00,0,0.00,5,0.09,8,0.14
CHRISTIAN FISCHER,,R,29.1,,46,86.48,59.69,0,0.00,0,0.00,6,0.13,9,0.20
JUSTIN HOLL,,D,34.3,STL,73,86.48,62.21,0,0.00,0,0.00,5,0.07,12,0.16
MASON MARCHMENT,,L,31.0,CBJ,62,86.46,57.83,0,0.00,0,0.00,11,0.18,50,0.81
JAKE MCCABE,,D,32.6,TOR,66,86.46,66.72,0,0.00,0,0.00,14,0.21,49,0.74
AARON EKBLAD,,D,30.3,FLA,56,86.41,67.58,0,0.00,0,0.00,19,0.34,92,1.64
SHANE WRIGHT,,C,22.4,SEA,79,86.41,53.16,0,0.00,0,0.00,8,0.10,30,0.38
ADAM FOX,,D,28.3,NYR,74,86.4,62.39,0,0.00,0,0.00,13,0.18,61,0.82
RIDLY GREIG,,L,23.8,OTT,78,86.38,52.42,0,0.00,0,0.00,5,0.06,26,0.33
ANZE KOPITAR,,C,38.8,L.A,81,86.37,54.57,0,0.00,0,0.00,6,0.07,32,0.40
ZACH HYMAN,,R,34.0,EDM,73,86.36,46.01,0,0.00,0,0.00,4,0.05,28,0.38
JACK HUGHES,,C,25.1,N.J,62,86.35,56.31,0,0.00,0,0.00,2,0.03,52,0.84
RYAN HARTMAN,,R,31.7,MIN,69,86.32,56.54,0,0.00,0,0.00,15,0.22,33,0.48
MASON LOHREI,,D,25.4,BOS,77,86.3,67,0,0.00,0,0.00,14,0.18,107,1.39
MARK KASTELIC,,R,27.2,BOS,61,86.3,55.95,0,0.00,0,0.00,6,0.10,17,0.28
TYLER MOTTE,,C,31.2,,55,86.28,54.79,0,0.00,0,0.00,6,0.11,22,0.40
PARKER WOTHERSPOON,,D,28.8,PIT,55,86.27,66.39,0,0.00,0,0.00,12,0.22,29,0.53
ALEXANDRE CARRIER,,D,29.7,MTL,79,86.26,65.59,0,0.00,0,0.00,11,0.14,50,0.63
MARCUS JOHANSSON,,L,35.7,MIN,72,86.25,57.72,0,0.00,0,0.00,12,0.17,40,0.56
BOONE JENNER,,C,33.0,CBJ,26,86.23,53.45,0,0.00,0,0.00,7,0.27,13,0.50
SAM LAFFERTY,,C,31.2,CHI,60,86.22,55.63,0,0.00,0,0.00,3,0.05,14,0.23
JJ PETERKA,,L,24.4,UTA,77,86.22,64.7,0,0.00,0,0.00,40,0.52,120,1.56
ANTHONY CIRELLI,,C,28.9,T.B,80,86.22,52.22,0,0.00,0,0.00,7,0.09,40,0.50
MICHAEL EYSSIMONT,,R,29.7,BOS,77,86.19,55.01,0,0.00,0,0.00,8,0.10,38,0.49
ESA LINDELL,,D,32.0,DAL,80,86.18,64.61,0,0.00,0,0.00,11,0.14,63,0.79
JONAH GADJOVICH,,L,27.6,FLA,42,86.13,55.57,0,0.00,0,0.00,6,0.14,18,0.43
LOGAN O'CONNOR,,R,29.8,COL,80,86.13,54.26,0,0.00,0,0.00,8,0.10,29,0.36
DAVID PERRON,,R,38.0,DET,43,86.09,56.13,0,0.00,0,0.00,9,0.21,24,0.56
ALEXANDER HOLTZ,,R,24.4,VGK,53,86.05,60.09,0,0.00,0,0.00,12,0.23,30,0.57
SAM REINHART,,R,30.6,FLA,79,86,55.26,0,0.00,0,0.00,6,0.08,62,0.78
BRANDON DUHAIME,,L,29.0,WSH,82,85.99,59.88,0,0.00,0,0.00,10,0.12,33,0.40
