Name,Compare,Pos,Age,Team,GP,Top Speed,Average Speed,100+ MPH,100+ MPH/G,90-100 MPH,90-100 MPH/G,80-90 MPH,80-90 MPH/G,70-80 MPH,70-80 MPH/G
EVAN RODRIGUES,,C,32.9,FLA,69,89.96,54.64,0,0.00,0,0.00,10,0.14,53,0.77
KAEDAN KORCZAK,,D,25.3,VGK,78,89.84,64.32,0,0.00,0,0.00,12,0.15,46,0.59
DALIBOR DVORSKY,,C,21.0,STL,71,89.81,56.73,0,0.00,0,0.00,16,0.23,34,0.48
CHARLIE COYLE,,C,34.3,CBJ,82,89.76,45.55,0,0.00,0,0.00,2,0.02,20,0.24
BRADY SKJEI,,D,32.2,NSH,82,89.71,67.55,0,0.00,0,0.00,48,0.59,70,0.85
MATVEI GRIDIN,,L,20.3,CGY,37,89.7,60.56,0,0.00,0,0.00,14,0.38,34,0.92
MAVRIK BOURQUE,,R,24.4,DAL,82,89.7,49.82,0,0.00,0,0.00,7,0.09,32,0.39
ETHEN FRANK,,R,28.3,WSH,62,89.69,50.72,0,0.00,0,0.00,18,0.29,21,0.34
EMIL LILLEBERG,,D,25.3,T.B,50,89.69,64.6,0,0.00,0,0.00,14,0.28,28,0.56
MACKIE SAMOSKEVICH,,L,23.6,SEA,77,89.69,54.33,0,0.00,0,0.00,26,0.34,61,0.79
COLE KOEPKE,,R,28.0,WPG,66,89.65,54.88,0,0.00,0,0.00,7,0.11,39,0.59
SIDNEY CROSBY,,C,38.8,PIT,68,89.62,49.81,0,0.00,0,0.00,8,0.12,32,0.47
MARCUS PETTERSSON,,D,30.1,VAN,82,89.62,66.13,0,0.00,0,0.00,37,0.45,31,0.38
FRANK VATRANO,,R,32.2,ANA,50,89.6,57.97,0,0.00,0,0.00,15,0.30,36,0.72
JONATHAN MARCHESSAULT,,R,35.4,NSH,62,89.6,53.18,0,0.00,0,0.00,9,0.15,48,0.77
BEN MEYERS,,C,27.6,SEA,52,89.56,52.12,0,0.00,0,0.00,9,0.17,14,0.27
MIRO HEISKANEN,,D,26.9,DAL,77,89.56,65.59,0,0.00,0,0.00,35,0.45,116,1.51
TOMAS HERTL,,C,32.6,VGK,82,89.51,45.4,0,0.00,0,0.00,12,0.15,31,0.38
ARTEMI PANARIN,,L,34.6,L.A,78,89.48,62.88,0,0.00,0,0.00,30,0.38,145,1.86
TRAVIS HAMONIC,,D,35.8,DET,26,89.45,75.41,0,0.00,0,0.00,19,0.73,11,0.42
BEN KINDEL,,C,19.1,PIT,77,89.44,53.06,0,0.00,0,0.00,16,0.21,51,0.66
JOEL NYSTROM,,D,24.1,CAR,38,89.43,72.05,0,0.00,0,0.00,30,0.79,48,1.26
MATIAS MACCELLI,,L,25.6,TOR,71,89.42,55.62,0,0.00,0,0.00,8,0.11,42,0.59
NICO HISCHIER,,C,27.4,N.J,82,89.41,50.24,0,0.00,0,0.00,17,0.21,50,0.61
JADEN SCHWARTZ,,R,33.9,SEA,50,89.4,49.85,0,0.00,0,0.00,10,0.20,20,0.40
MATHIEU OLIVIER,,R,29.3,CBJ,61,89.39,49.71,0,0.00,0,0.00,17,0.28,24,0.39
KYLE PALMIERI,,R,35.3,NYI,25,89.38,49.53,0,0.00,0,0.00,11,0.44,14,0.56
TRAVIS KONECNY,,R,29.2,PHI,77,89.37,55.64,0,0.00,0,0.00,17,0.22,56,0.73
ALEX TUCH,,R,30.1,BUF,79,89.31,57.74,0,0.00,0,0.00,33,0.42,72,0.91
