Name,Compare,Pos,Age,Team,GP,Top Speed,22+ MPH,22+ MPH/G,20+ MPH,20+ MPH/G,18+ MPH,18+ MPH/G
BRAYDEN SCHENN,,L,34.8,NYI,80,22.43,2,0.03,83,1.04,551,6.89
PAVEL DOROFEYEV,,R,25.6,VGK,82,22.43,3,0.04,66,0.80,428,5.22
KIRILL KAPRIZOV,,L,29.1,MIN,78,22.43,2,0.03,87,1.12,618,7.92
TIMO MEIER,,L,29.7,N.J,77,22.43,5,0.06,106,1.38,531,6.90
OLIVER KAPANEN,,C,22.8,MTL,82,22.43,3,0.04,124,1.51,573,6.99
EMMITT FINNIE,,L,20.9,DET,82,22.42,3,0.04,190,2.32,634,7.73
JEFF PETRY,,D,38.5,MIN,67,22.42,1,0.01,30,0.45,221,3.30
NOAH CATES,,C,27.3,PHI,82,22.41,1,0.01,37,0.45,447,5.45
BRAD MARCHAND,,R,38.1,FLA,52,22.41,5,0.10,99,1.90,374,7.19
LUKE EVANGELISTA,,R,24.3,NSH,81,22.41,1,0.01,69,0.85,489,6.04
MARK STONE,,R,34.1,VGK,60,22.41,1,0.02,34,0.57,209,3.48
TIM WASHE,,C,24.8,ANA,39,22.41,2,0.05,58,1.49,240,6.15
KAIDEN GUHLE,,D,24.4,MTL,39,22.4,1,0.03,27,0.69,138,3.54
CARTER VERHAEGHE,,L,30.8,FLA,77,22.4,6,0.08,174,2.26,644,8.36
J.T. COMPHER,,C,31.2,DET,82,22.4,6,0.07,152,1.85,544,6.63
PAVEL ZACHA,,C,29.2,BOS,78,22.39,1,0.01,61,0.78,438,5.62
ALEX TURCOTTE,,C,25.3,L.A,62,22.39,5,0.08,108,1.74,434,7.00
IVAN DEMIDOV,,R,20.5,MTL,82,22.39,5,0.06,150,1.83,613,7.48
MARTIN FEHERVARY,,D,26.7,WSH,81,22.39,3,0.04,52,0.64,231,2.85
KEEGAN KOLESAR,,R,29.2,VGK,82,22.38,3,0.04,123,1.50,522,6.37
ALEXANDER NIKISHIN,,D,24.7,CAR,81,22.38,3,0.04,62,0.77,296,3.65
ALEX VLASIC,,D,25.0,CHI,81,22.37,4,0.05,67,0.83,334,4.12
ALEXANDER KERFOOT,,L,31.8,UTA,34,22.37,2,0.06,41,1.21,208,6.12
TANNER JEANNOT,,L,29.0,BOS,77,22.37,3,0.04,104,1.35,460,5.97
ALEX IAFALLO,,R,32.5,WPG,79,22.37,1,0.01,70,0.89,445,5.63
CHARLIE MCAVOY,,D,28.5,BOS,69,22.36,3,0.04,72,1.04,439,6.36
CONNOR BEDARD,,C,20.9,CHI,69,22.36,11,0.16,184,2.67,703,10.19
MAX JONES,,L,28.3,EDM,21,22.36,5,0.24,36,1.71,112,5.33
NICO STURM,,C,31.1,MIN,49,22.35,2,0.04,42,0.86,227,4.63
CHRISTIAN DVORAK,,C,30.3,PHI,80,22.35,3,0.04,196,2.45,744,9.30
WYATT KAISER,,D,23.8,CHI,77,22.35,4,0.05,61,0.79,362,4.70
TRAVIS KONECNY,,R,29.2,PHI,77,22.35,2,0.03,107,1.39,458,5.95
NICOLAS HAGUE,,D,27.5,NSH,62,22.35,1,0.02,14,0.23,152,2.45
JUSTIN SOURDIF,,C,24.2,WSH,78,22.35,5,0.06,141,1.81,536,6.87
RYAN HARTMAN,,R,31.7,MIN,76,22.34,2,0.03,42,0.55,293,3.86
MIKAEL GRANLUND,,C,34.3,ANA,58,22.34,3,0.05,79,1.36,350,6.03
STEPHEN HALLIDAY,,C,23.9,OTT,30,22.33,2,0.07,38,1.27,160,5.33
KYLE PALMIERI,,R,35.3,NYI,25,22.33,1,0.04,22,0.88,117,4.68
OWEN POWER,,D,23.5,BUF,81,22.33,1,0.01,41,0.51,387,4.78
J.J. MOSER,,D,26.0,T.B,79,22.33,1,0.01,38,0.48,344,4.35
COLTON PARAYKO,,D,33.1,STL,77,22.33,3,0.04,91,1.18,368,4.78
SCOTT LAUGHTON,,C,32.0,L.A,64,22.32,1,0.02,76,1.19,374,5.84
MATT REMPE,,R,23.9,NYR,26,22.32,3,0.12,37,1.42,153,5.88
MACKLIN CELEBRINI,,C,20.0,S.J,82,22.32,2,0.02,184,2.24,872,10.63
ALEXIS LAFRENIERE,,R,24.6,NYR,82,22.32,5,0.06,96,1.17,611,7.45
MIKA ZIBANEJAD,,C,33.1,NYR,81,22.32,1,0.01,123,1.52,654,8.07
WILLIAM EKLUND,,L,23.6,S.J,78,22.31,2,0.03,109,1.40,627,8.04
RYAN GREENE,,L,22.6,CHI,81,22.31,2,0.02,79,0.98,548,6.77
BLAKE LIZOTTE,,C,28.5,PIT,55,22.3,2,0.04,102,1.85,387,7.04
WILL BORGEN,,D,29.5,NYR,75,22.3,4,0.05,44,0.59,281,3.75
EETU LUOSTARINEN,,C,27.8,FLA,73,22.3,1,0.01,57,0.78,393,5.38
NICK LEDDY,,D,35.2,S.J,32,22.29,1,0.03,17,0.53,100,3.13
MATTHEW KNIES,,L,23.6,TOR,79,22.29,2,0.03,95,1.20,439,5.56
CASEY MITTELSTADT,,L,27.5,BOS,71,22.28,1,0.01,69,0.97,427,6.01
REID SCHAEFER,,L,22.7,NSH,47,22.28,1,0.02,73,1.55,257,5.47
TYLER PITLICK,,C,34.6,MIN,32,22.28,3,0.09,37,1.16,157,4.91
DENTON MATEYCHUK,,D,21.9,CBJ,75,22.28,3,0.04,74,0.99,346,4.61
LARS ELLER,,C,37.1,OTT,68,22.27,1,0.01,74,1.09,362,5.32
MATT BOLDY,,L,25.2,MIN,76,22.27,3,0.04,90,1.18,458,6.03
NICK SEELER,,D,33.0,PHI,80,22.27,1,0.01,24,0.30,173,2.16
SAM DICKINSON,,D,20.0,S.J,72,22.27,1,0.01,57,0.79,308,4.28
MICHAEL AMADIO,,R,30.1,OTT,81,22.26,3,0.04,102,1.26,571,7.05
JAKE GUENTZEL,,L,31.7,T.B,81,22.26,1,0.01,98,1.21,511,6.31
THOMAS CHABOT,,D,29.3,OTT,57,22.26,2,0.04,55,0.96,327,5.74
BOONE JENNER,,C,33.0,CBJ,67,22.26,1,0.01,70,1.04,397,5.93
TY DELLANDREA,,R,25.9,S.J,46,22.25,2,0.04,84,1.83,345,7.50
MICHAEL RASMUSSEN,,C,27.1,DET,64,22.25,2,0.03,91,1.42,399,6.23
SAM BENNETT,,C,30.0,FLA,76,22.24,1,0.01,97,1.28,596,7.84
JONATHAN ASPIROT,,D,27.1,BOS,61,22.24,1,0.02,32,0.52,185,3.03
ANDERS LEE,,L,35.9,NYI,82,22.24,3,0.04,65,0.79,398,4.85
VLADISLAV NAMESTNIKOV,,C,33.5,WPG,60,22.24,1,0.02,71,1.18,389,6.48
ERIK CERNAK,,D,29.0,T.B,61,22.23,2,0.03,38,0.62,168,2.75
JAKE EVANS,,C,30.0,MTL,68,22.23,3,0.04,82,1.21,419,6.16
PARKER KELLY,,L,27.1,COL,82,22.23,3,0.04,122,1.49,483,5.89
TEDDY BLUEGER,,C,31.8,VAN,35,22.23,1,0.03,40,1.14,217,6.20
CURTIS LAZAR,,R,31.3,EDM,45,22.23,2,0.04,54,1.20,216,4.80
BARCLAY GOODROW,,L,33.3,S.J,82,22.22,2,0.02,69,0.84,357,4.35
PHILIPPE MYERS,,D,29.4,TOR,39,22.22,1,0.03,28,0.72,123,3.15
PHILIPP KURASHEV,,C,26.6,S.J,43,22.21,1,0.02,59,1.37,340,7.91
JOEL FARABEE,,R,26.3,CGY,82,22.21,2,0.02,71,0.87,435,5.30
ZACHARY ASTON-REESE,,L,31.8,CBJ,27,22.21,1,0.04,45,1.67,189,7.00
SHEA THEODORE,,D,30.8,VGK,70,22.2,1,0.01,52,0.74,362,5.17
NATE DANIELSON,,C,21.7,DET,28,22.2,1,0.04,45,1.61,187,6.68
JOSH DOAN,,R,24.3,BUF,82,22.2,7,0.09,148,1.80,608,7.41
ZAKHAR BARDAKOV,,C,25.3,COL,60,22.19,2,0.03,66,1.10,245,4.08
JACOB MELANSON,,R,23.1,SEA,36,22.19,5,0.14,65,1.81,214,5.94
GUSTAV NYQUIST,,L,36.8,WPG,51,22.19,2,0.04,34,0.67,262,5.14
MICHAEL MCCARRON,,C,31.2,MIN,79,22.19,1,0.01,84,1.06,599,7.58
SEBASTIAN AHO,,C,28.9,CAR,79,22.18,2,0.03,126,1.59,505,6.39
DAVID PERRON,,R,38.0,DET,65,22.18,1,0.02,36,0.55,204,3.14
MARK JANKOWSKI,,C,31.7,CAR,68,22.18,1,0.01,37,0.54,235,3.46
OLLI MAATTA,,D,31.8,CGY,43,22.18,0,0.00,9,0.21,164,3.81
MORGAN GEEKIE,,R,27.9,BOS,81,22.18,1,0.01,63,0.78,369,4.56
SIMON EDVINSSON,,D,23.3,DET,72,22.17,1,0.01,25,0.35,233,3.24
IGOR CHERNYSHOV,,L,20.5,S.J,28,22.17,3,0.11,68,2.43,243,8.68
MATTIAS EKHOLM,,D,36.0,EDM,82,22.17,1,0.01,29,0.35,342,4.17
NILS LUNDKVIST,,D,25.9,DAL,52,22.17,1,0.02,35,0.67,191,3.67
BRADEN SCHNEIDER,,D,24.7,NYR,82,22.17,1,0.01,46,0.56,313,3.82
ANDRE BURAKOVSKY,,R,31.3,CHI,75,22.17,2,0.03,79,1.05,508,6.77
GABRIEL LANDESKOG,,L,33.5,COL,60,22.17,1,0.02,64,1.07,470,7.83
JUSTIN HRYCKOWIAN,,L,25.3,DAL,81,22.16,1,0.01,75,0.93,447,5.52
ELMER SODERBLOM,,L,24.9,PIT,59,22.16,2,0.03,88,1.49,333,5.64
DEVON TOEWS,,D,32.3,COL,68,22.16,4,0.06,51,0.75,284,4.18
VINCENT DESHARNAIS,,D,30.0,S.J,53,22.16,1,0.02,12,0.23,142,2.68
KYLE CONNOR,,L,29.5,WPG,82,22.16,1,0.01,161,1.96,688,8.39
TROY STECHER,,D,32.2,TOR,64,22.16,1,0.02,33,0.52,206,3.22
JAKE NEIGHBOURS,,L,24.2,STL,69,22.15,1,0.01,52,0.75,339,4.91
DYLAN HOLLOWAY,,L,24.7,STL,59,22.15,2,0.03,145,2.46,549,9.31
VICTOR HEDMAN,,D,35.5,T.B,33,22.15,1,0.03,14,0.42,124,3.76
ARTYOM LEVSHUNOV,,D,20.6,CHI,68,22.15,2,0.03,41,0.60,259,3.81
BRENT BURNS,,D,41.2,COL,82,22.15,1,0.01,29,0.35,199,2.43
DONOVAN SEBRANGO,,D,24.4,FLA,42,22.14,1,0.02,28,0.67,153,3.64
MIKAEL BACKLUND,,C,37.2,CGY,82,22.14,1,0.01,69,0.84,520,6.34
RYAN O'REILLY,,C,35.3,NSH,81,22.14,1,0.01,71,0.88,591,7.30
CAM YORK,,D,25.4,PHI,74,22.13,1,0.01,24,0.32,247,3.34
KRIS LETANG,,D,39.1,PIT,74,22.13,1,0.01,51,0.69,303,4.09
NICK COUSINS,,L,32.9,OTT,81,22.13,1,0.01,37,0.46,315,3.89
JACK DRURY,,C,26.3,COL,82,22.13,1,0.01,49,0.60,358,4.37
REILLY SMITH,,L,35.2,VGK,69,22.13,1,0.01,59,0.86,447,6.48
IVAN PROVOROV,,D,29.4,CBJ,82,22.13,2,0.02,54,0.66,374,4.56
THOMAS HARLEY,,D,24.8,DAL,70,22.12,1,0.01,49,0.70,332,4.74
JONATHAN DROUIN,,R,31.2,STL,64,22.12,1,0.02,93,1.45,369,5.77
NAZEM KADRI,,C,35.7,COL,77,22.12,1,0.01,43,0.56,415,5.39
VILLE KOIVUNEN,,L,23.0,PIT,39,22.12,1,0.03,12,0.31,147,3.77
CHARLE-EDOUARD D'ASTOUS,,D,28.1,T.B,70,22.11,1,0.01,19,0.27,258,3.69
JACOB BRYSON,,D,28.5,WPG,50,22.11,1,0.02,24,0.48,129,2.58
TREVOR ZEGRAS,,C,25.2,PHI,81,22.1,2,0.02,71,0.88,495,6.11
TREVOR VAN RIEMSDYK,,D,34.9,WSH,68,22.1,1,0.01,29,0.43,177,2.60
WILL SMITH,,R,21.2,S.J,69,22.1,1,0.01,94,1.36,406,5.88
KAILER YAMAMOTO,,L,27.7,UTA,59,22.1,2,0.03,67,1.14,322,5.46
MASON LOHREI,,D,25.4,BOS,73,22.1,1,0.01,25,0.34,213,2.92
AUSTON MATTHEWS,,C,28.7,TOR,60,22.1,1,0.02,64,1.07,456,7.60
DRAKE BATHERSON,,R,28.1,OTT,79,22.1,1,0.01,138,1.75,615,7.78
NIKO MIKKOLA,,D,30.1,FLA,68,22.09,1,0.01,66,0.97,399,5.87
BRADY TKACHUK,,L,26.7,OTT,60,22.09,1,0.02,49,0.82,235,3.92
SEAN WALKER,,D,31.6,CAR,81,22.09,1,0.01,105,1.30,417,5.15
SAM CARRICK,,C,34.3,BUF,73,22.08,1,0.01,36,0.49,275,3.77
FILIP HRONEK,,D,28.6,VAN,82,22.08,1,0.01,41,0.50,471,5.74
MASON APPLETON,,R,30.4,DET,65,22.08,1,0.02,92,1.42,378,5.82
JEAN-GABRIEL PAGEAU,,C,33.6,NYI,74,22.08,1,0.01,108,1.46,399,5.39
TAYLOR WARD,,R,28.2,L.A,36,22.08,1,0.03,32,0.89,166,4.61
JOSH MANSON,,D,34.7,COL,79,22.07,1,0.01,59,0.75,311,3.94
SAM STEEL,,L,28.3,DAL,73,22.07,1,0.01,76,1.04,500,6.85
BRENDAN GAUNCE,,C,32.2,CBJ,25,22.07,1,0.04,23,0.92,115,4.60
MATTY BENIERS,,C,23.6,SEA,82,22.07,2,0.02,128,1.56,711,8.67
EVAN RODRIGUES,,C,32.9,FLA,69,22.06,2,0.03,71,1.03,411,5.96
ZACH BENSON,,L,21.1,BUF,65,22.06,2,0.03,72,1.11,482,7.42
DAMON SEVERSON,,D,31.8,CBJ,71,22.06,1,0.01,36,0.51,255,3.59
JIMMY SNUGGERUD,,R,22.0,STL,70,22.06,3,0.04,70,1.00,404,5.77
NIC DOWD,,C,36.0,VGK,75,22.06,1,0.01,66,0.88,503,6.71
WYATT JOHNSTON,,C,23.1,DAL,82,22.05,2,0.02,85,1.04,646,7.88
PAVOL REGENDA,,L,26.5,S.J,24,22.05,1,0.04,30,1.25,142,5.92
DMITRI VORONKOV,,L,25.7,CBJ,63,22.05,1,0.02,43,0.68,267,4.24
MATT ROY,,D,31.3,WSH,79,22.05,1,0.01,45,0.57,215,2.72
YAN KUZNETSOV,,D,24.2,CGY,57,22.04,1,0.02,38,0.67,208,3.65
NIKITA GREBENKIN,,L,23.1,PHI,55,22.04,1,0.02,30,0.55,193,3.51
ZACH BOGOSIAN,,D,35.9,MIN,41,22.04,1,0.02,14,0.34,110,2.68
MACKENZIE WEEGAR,,D,32.4,UTA,79,22.04,1,0.01,36,0.46,369,4.67
JEFF SKINNER,,L,34.0,,32,22.04,1,0.03,16,0.50,132,4.13
ADAM PELECH,,D,31.8,NYI,82,22.03,1,0.01,41,0.50,277,3.38
DAVID TOMASEK,,C,30.3,,22,22.03,1,0.05,12,0.55,73,3.32
RODRIGO ABOLS,,C,30.4,PHI,42,22.03,1,0.02,33,0.79,187,4.45
DYLAN STROME,,C,29.2,WSH,80,22.02,1,0.01,27,0.34,380,4.75
MITCH MARNER,,R,29.1,VGK,81,22.01,1,0.01,50,0.62,415,5.12
SAM RINZEL,,D,21.9,CHI,54,22.01,1,0.02,25,0.46,228,4.22
JAMIE OLEKSIAK,,D,33.5,SEA,78,22.01,1,0.01,30,0.38,254,3.26
LIAM O'BRIEN,,L,31.8,UTA,38,22.01,1,0.03,31,0.82,195,5.13
ZACHARY BOLDUC,,L,23.3,MTL,78,22,0,0.00,134,1.72,552,7.08
PAVEL MINTYUKOV,,D,22.5,ANA,73,22,1,0.01,44,0.60,317,4.34
ADAM LOWRY,,C,33.2,WPG,70,22,1,0.01,91,1.30,504,7.20
FREDERICK GAUDREAU,,C,33.1,SEA,68,21.99,0,0.00,62,0.91,462,6.79
BRANDT CLARKE,,D,23.3,L.A,82,21.99,0,0.00,18,0.22,367,4.48
SETH JONES,,D,31.7,FLA,52,21.99,0,0.00,45,0.87,281,5.40
MATVEI GRIDIN,,L,20.3,CGY,37,21.98,0,0.00,30,0.81,220,5.95
A.J. GREER,,R,29.5,FLA,78,21.98,0,0.00,84,1.08,410,5.26
ALBERT JOHANSSON,,D,25.4,DET,82,21.97,0,0.00,33,0.40,223,2.72
FILIP FORSBERG,,L,31.8,NSH,82,21.97,0,0.00,43,0.52,441,5.38
EVAN BOUCHARD,,D,26.6,EDM,82,21.97,0,0.00,77,0.94,407,4.96
TOMAS HERTL,,C,32.6,VGK,82,21.96,0,0.00,60,0.73,348,4.24
RASMUS SANDIN,,D,26.2,WSH,73,21.96,0,0.00,61,0.84,304,4.16
YEGOR SHARANGOVICH,,L,28.0,CGY,78,21.96,0,0.00,64,0.82,473,6.06
CODY GLASS,,C,27.2,N.J,70,21.95,0,0.00,64,0.91,365,5.21
OLIVER BJORKSTRAND,,R,31.2,T.B,80,21.95,0,0.00,82,1.03,381,4.76
MATTHEW WOOD,,C,21.3,NSH,71,21.95,0,0.00,53,0.75,412,5.80
RADEK FAKSA,,C,32.4,DAL,58,21.95,0,0.00,46,0.79,285,4.91
LUKE KUNIN,,C,28.5,FLA,62,21.95,0,0.00,66,1.06,258,4.16
TYE KARTYE,,L,25.1,NYR,64,21.95,0,0.00,64,1.00,377,5.89
LOGAN MAILLOUX,,D,23.1,STL,67,21.94,0,0.00,51,0.76,336,5.01
SCOTT SABOURIN,,R,33.8,T.B,26,21.93,0,0.00,27,1.04,124,4.77
VLADIMIR TARASENKO,,R,34.5,MIN,75,21.93,0,0.00,45,0.60,299,3.99
BRETT KULAK,,D,32.4,COL,83,21.93,0,0.00,67,0.81,377,4.54
ALEXANDRE TEXIER,,L,26.7,MTL,51,21.92,0,0.00,30,0.59,209,4.10
SEAN MONAHAN,,C,31.6,CBJ,78,21.92,0,0.00,112,1.44,582,7.46
LOGAN STANKOVEN,,C,23.3,CAR,81,21.91,0,0.00,97,1.20,623,7.69
DMITRI SIMASHEV,,D,21.3,UTA,28,21.91,0,0.00,29,1.04,109,3.89
OSKAR BACK,,C,26.2,DAL,72,21.91,0,0.00,42,0.58,316,4.39
JANI NYMAN,,L,21.8,SEA,28,21.9,0,0.00,25,0.89,135,4.82
EELI TOLVANEN,,L,27.1,SEA,78,21.9,0,0.00,50,0.64,365,4.68
ALEX STEEVES,,L,26.5,BOS,43,21.9,0,0.00,18,0.42,143,3.33
JASON ZUCKER,,L,34.4,BUF,62,21.9,0,0.00,44,0.71,210,3.39
ARTTU HYRY,,C,25.2,DAL,20,21.89,0,0.00,32,1.60,119,5.95
ARTEMI PANARIN,,L,34.6,L.A,78,21.88,0,0.00,57,0.73,444,5.69
CAM FOWLER,,D,34.5,STL,82,21.88,0,0.00,43,0.52,411,5.01
TYLER TUCKER,,D,26.3,STL,69,21.88,0,0.00,26,0.38,202,2.93
DANIIL BUT,,R,21.3,UTA,29,21.87,0,0.00,55,1.90,215,7.41
TOMMY NOVAK,,C,29.1,PIT,82,21.87,0,0.00,89,1.09,503,6.13
BEN CHIAROT,,D,35.1,DET,82,21.87,0,0.00,35,0.43,266,3.24
CALLE JARNKROK,,R,34.7,TOR,56,21.86,0,0.00,48,0.86,254,4.54
JOSH MORRISSEY,,D,31.2,WPG,77,21.86,0,0.00,53,0.69,364,4.73
NOAH OSTLUND,,C,22.2,BUF,60,21.86,0,0.00,45,0.75,432,7.20
TYLER SEGUIN,,C,34.3,DAL,27,21.85,0,0.00,28,1.04,149,5.52
MASON MCTAVISH,,L,23.3,ANA,75,21.85,0,0.00,29,0.39,306,4.08
BRIAN DUMOULIN,,D,34.7,L.A,82,21.85,0,0.00,14,0.17,180,2.20
BEN JONES,,C,27.3,MIN,28,21.85,0,0.00,25,0.89,95,3.39
TYSON JOST,,R,28.2,NSH,69,21.85,0,0.00,92,1.33,445,6.45
JACCOB SLAVIN,,D,32.1,CAR,39,21.85,0,0.00,17,0.44,125,3.21
ADAM BOQVIST,,D,25.8,NYI,28,21.85,0,0.00,8,0.29,83,2.96
RASMUS ANDERSSON,,D,29.6,VGK,81,21.84,0,0.00,61,0.75,367,4.53
KAEDAN KORCZAK,,D,25.3,VGK,78,21.84,0,0.00,32,0.41,279,3.58
CLAUDE GIROUX,,R,38.4,OTT,82,21.84,0,0.00,74,0.90,448,5.46
ELIAS SALOMONSSON,,D,21.8,WPG,32,21.84,0,0.00,17,0.53,123,3.84
GABE PERREAULT,,L,21.1,NYR,49,21.84,0,0.00,42,0.86,265,5.41
JAMES VAN RIEMSDYK,,L,37.1,DET,72,21.83,0,0.00,36,0.50,165,2.29
JORDAN GREENWAY,,L,29.3,BUF,40,21.83,0,0.00,29,0.73,140,3.50
YANNI GOURDE,,C,34.5,T.B,82,21.83,0,0.00,96,1.17,563,6.87
MATHIEU OLIVIER,,R,29.3,CBJ,61,21.81,0,0.00,54,0.89,329,5.39
ADAM LARSSON,,D,33.6,SEA,82,21.81,0,0.00,29,0.35,281,3.43
ARBER XHEKAJ,,D,25.3,MTL,65,21.81,0,0.00,16,0.25,113,1.74
BEN HUTTON,,D,33.1,VGK,55,21.8,0,0.00,8,0.15,109,1.98
SAM LAFFERTY,,C,31.2,CHI,29,21.8,0,0.00,26,0.90,132,4.55
JAYDEN STRUBLE,,D,24.7,MTL,59,21.79,0,0.00,18,0.31,89,1.51
EMIL LILLEBERG,,D,25.3,T.B,50,21.79,0,0.00,32,0.64,183,3.66
JACKSON BLAKE,,R,22.8,CAR,81,21.78,0,0.00,67,0.83,476,5.88
ADAM ERNE,,L,31.1,DAL,45,21.77,0,0.00,41,0.91,245,5.44
DAWSON MERCER,,R,24.6,N.J,82,21.76,0,0.00,90,1.10,520,6.34
JOSH SAMANSKI,,C,24.2,EDM,24,21.75,0,0.00,27,1.13,139,5.79
JAKE MIDDLETON,,D,30.4,MIN,75,21.75,0,0.00,38,0.51,219,2.92
DECLAN CARLILE,,D,26.0,T.B,42,21.74,0,0.00,20,0.48,141,3.36
BRANDON CARLO,,D,29.5,TOR,55,21.74,0,0.00,15,0.27,131,2.38
GABRIEL VILARDI,,R,26.8,WPG,82,21.73,0,0.00,27,0.33,319,3.89
MARCO ROSSI,,C,24.7,VAN,50,21.73,0,0.00,26,0.52,236,4.72
SHAYNE GOSTISBEHERE,,D,33.1,CAR,55,21.73,0,0.00,12,0.22,145,2.64
CODY CECI,,D,32.5,L.A,82,21.73,0,0.00,42,0.51,244,2.98
ANTON LUNDELL,,C,24.7,FLA,64,21.72,0,0.00,62,0.97,427,6.67
MORITZ SEIDER,,D,25.2,DET,82,21.72,0,0.00,43,0.52,325,3.96
MAX CROZIER,,D,26.1,T.B,35,21.71,0,0.00,26,0.74,103,2.94
AARON EKBLAD,,D,30.3,FLA,72,21.7,0,0.00,22,0.31,244,3.39
ARTTURI LEHKONEN,,L,30.9,COL,70,21.7,0,0.00,57,0.81,393,5.61
DYLAN SAMBERG,,D,27.4,WPG,66,21.7,0,0.00,27,0.41,256,3.88
JORDAN EBERLE,,R,36.1,SEA,80,21.7,0,0.00,65,0.81,543,6.79
TANNER PEARSON,,L,33.8,BUF,56,21.7,0,0.00,57,1.02,295,5.27
SEAN COUTURIER,,C,33.5,PHI,78,21.69,0,0.00,58,0.74,390,5.00
ALEXANDRE CARRIER,,D,29.7,MTL,73,21.69,0,0.00,27,0.37,203,2.78
PARKER WOTHERSPOON,,D,28.8,PIT,80,21.69,0,0.00,23,0.29,261,3.26
NINO NIEDERREITER,,L,33.7,WPG,61,21.68,0,0.00,29,0.48,328,5.38
IAN COLE,,D,37.3,UTA,82,21.68,0,0.00,17,0.21,182,2.22
JADEN SCHWARTZ,,R,33.9,SEA,50,21.68,0,0.00,42,0.84,272,5.44
MICHAEL KESSELRING,,D,26.4,S.J,34,21.67,0,0.00,26,0.76,134,3.94
EASTON COWAN,,L,21.0,TOR,66,21.67,0,0.00,112,1.70,441,6.68
TYLER KLEVEN,,D,24.4,OTT,70,21.67,0,0.00,27,0.39,174,2.49
KEVIN BAHL,,D,25.9,CGY,76,21.67,0,0.00,38,0.50,267,3.51
VINCE DUNN,,D,29.6,SEA,81,21.65,0,0.00,31,0.38,269,3.32
PIERRE-LUC DUBOIS,,C,27.9,WSH,29,21.65,0,0.00,44,1.52,201,6.93
ZAYNE PAREKH,,D,20.3,CGY,37,21.65,0,0.00,23,0.62,178,4.81
NICK BJUGSTAD,,R,33.9,N.J,61,21.65,0,0.00,70,1.15,359,5.89
ALEX OVECHKIN,,L,40.7,WSH,82,21.64,0,0.00,12,0.15,126,1.54
PHILLIP DANAULT,,C,33.3,MTL,75,21.64,0,0.00,55,0.73,337,4.49
JONATHAN TOEWS,,C,38.1,WPG,82,21.64,0,0.00,45,0.55,357,4.35
SHAKIR MUKHAMADULLIN,,D,24.4,S.J,50,21.64,0,0.00,33,0.66,164,3.28
JOEL ARMIA,,L,33.0,L.A,67,21.64,0,0.00,49,0.73,381,5.69
OSKAR SUNDQVIST,,C,32.2,STL,52,21.63,0,0.00,25,0.48,160,3.08
ADAM HENRIQUE,,C,36.3,EDM,65,21.62,0,0.00,28,0.43,259,3.98
MARTIN POSPISIL,,R,26.5,CGY,22,21.62,0,0.00,30,1.36,100,4.55
ROSS JOHNSTON,,L,32.3,ANA,62,21.61,0,0.00,37,0.60,241,3.89
KEVIN FIALA,,L,29.9,L.A,56,21.61,0,0.00,52,0.93,350,6.25
ALEXANDER HOLTZ,,R,24.4,VGK,28,21.6,0,0.00,26,0.93,165,5.89
JESPERI KOTKANIEMI,,C,25.9,CAR,42,21.6,0,0.00,24,0.57,159,3.79
NICK DESIMONE,,D,31.5,UTA,40,21.6,0,0.00,12,0.30,110,2.75
ALEC REGULA,,D,25.8,EDM,29,21.6,0,0.00,3,0.10,65,2.24
RYAN LINDGREN,,D,28.3,SEA,76,21.59,0,0.00,26,0.34,203,2.67
RYAN SHEA,,D,29.3,PIT,80,21.59,0,0.00,27,0.34,241,3.01
ZACHARY L'HEUREUX,,L,23.1,NSH,25,21.59,0,0.00,23,0.92,127,5.08
OZZY WIESBLATT,,R,24.2,NSH,40,21.59,0,0.00,27,0.68,174,4.35
DALIBOR DVORSKY,,C,21.0,STL,71,21.58,0,0.00,15,0.21,317,4.46
DREW DOUGHTY,,D,36.5,L.A,72,21.58,0,0.00,36,0.50,266,3.69
JUSTIN BARRON,,D,24.5,NSH,52,21.58,0,0.00,44,0.85,229,4.40
KAAPO KAKKO,,R,25.3,SEA,65,21.58,0,0.00,20,0.31,196,3.02
MAX SHABANOV,,L,25.7,NYI,44,21.57,0,0.00,53,1.20,315,7.16
BROCK BOESER,,R,29.3,VAN,75,21.57,0,0.00,28,0.37,276,3.68
MATT DUCHENE,,C,35.4,DAL,57,21.56,0,0.00,67,1.18,352,6.18
KEVIN STENLUND,,C,29.7,UTA,80,21.56,0,0.00,26,0.33,273,3.41
JOEL EDMUNDSON,,D,32.9,L.A,82,21.55,0,0.00,25,0.30,155,1.89
RYAN REAVES,,R,39.4,S.J,50,21.55,0,0.00,22,0.44,120,2.40
JACK MCBAIN,,L,26.4,UTA,75,21.55,0,0.00,70,0.93,462,6.16
TEUVO TERAVAINEN,,L,31.7,CHI,75,21.55,0,0.00,16,0.21,182,2.43
MATT GRZELCYK,,D,32.4,CHI,69,21.55,0,0.00,23,0.33,197,2.86
RADKO GUDAS,,D,36.0,ANA,56,21.55,0,0.00,12,0.21,112,2.00
ROBBY FABBRI,,L,30.4,MIN,21,21.55,0,0.00,13,0.62,96,4.57
NATE SCHMIDT,,D,34.9,UTA,82,21.55,0,0.00,37,0.45,226,2.76
STEFAN NOESEN,,L,33.3,N.J,38,21.54,0,0.00,8,0.21,142,3.74
PAVEL BUCHNEVICH,,L,31.1,STL,81,21.54,0,0.00,63,0.78,543,6.70
