Name,Compare,Pos,Age,Team,GP,Top Speed,22+ MPH,22+ MPH/G,20+ MPH,20+ MPH/G,18+ MPH,18+ MPH/G
PATRICK KANE,,R,37.5,DET,72,22.16,0,0.00,97,1.35,509,7.07
CHRISTIAN FISCHER,,R,29.1,,46,22.16,2,0.04,49,1.07,239,5.20
JORDAN SPENCE,,D,25.3,OTT,79,22.16,1,0.01,23,0.29,277,3.51
COLE CAUFIELD,,L,25.4,MTL,82,22.16,1,0.01,97,1.18,583,7.11
DOUGIE HAMILTON,,D,33.0,N.J,64,22.15,1,0.02,13,0.20,233,3.64
JAKE BEAN,,D,28.0,CGY,64,22.15,1,0.02,14,0.22,194,3.03
WYATT JOHNSTON,,C,23.1,DAL,82,22.15,1,0.01,105,1.28,642,7.83
DANIIL MIROMANOV,,D,28.9,CGY,44,22.14,1,0.02,26,0.59,174,3.95
DAVID GUSTAFSSON,,L,26.1,WPG,36,22.14,1,0.03,33,0.92,202,5.61
MAVRIK BOURQUE,,R,24.4,DAL,73,22.13,2,0.03,92,1.26,565,7.74
RYAN LINDGREN,,D,28.3,SEA,72,22.13,1,0.01,38,0.53,245,3.40
CRAIG SMITH,,L,36.7,,59,22.13,1,0.02,58,0.98,298,5.05
MICHAEL MCCARRON,,C,31.2,MIN,74,22.13,1,0.01,62,0.84,507,6.85
RADKO GUDAS,,D,36.0,ANA,81,22.13,1,0.01,17,0.21,164,2.02
FILIP FORSBERG,,L,31.8,NSH,82,22.12,1,0.01,57,0.70,491,5.99
CAM ATKINSON,,R,37.0,,39,22.12,1,0.03,7,0.18,110,2.82
KEVIN ROONEY,,C,33.0,UTA,70,22.11,1,0.01,92,1.31,497,7.10
PHILIPP KURASHEV,,C,26.6,S.J,51,22.11,1,0.02,57,1.12,391,7.67
KRIS LETANG,,D,39.1,PIT,74,22.11,1,0.01,34,0.46,334,4.51
COLE SCHWINDT,,C,25.1,FLA,42,22.11,1,0.02,28,0.67,189,4.50
TREVOR ZEGRAS,,C,25.2,PHI,57,22.1,1,0.02,42,0.74,336,5.89
